iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations_per_hundred,people_vaccinated_per_hundred,CFR
PRT,Europe,Portugal,2021-04-13,828173,408,16923,5,22.17,15.92,2.04341363459084
PRT,Europe,Portugal,2021-04-14,828857,684,16931,8,22.6,16.33,2.04269252717899
PRT,Europe,Portugal,2021-04-15,829358,501,16933,2,23.23,16.85,2.04169972436511
PRT,Europe,Portugal,2021-04-16,829911,553,16937,4,23.91,17.43,2.04082124468768
PRT,Europe,Portugal,2021-04-17,830560,649,16942,5,24.57,17.9,2.03982854941244
PRT,Europe,Portugal,2021-04-18,831001,441,16945,3,25.74,19.02,2.03910705281943
PRT,Europe,Portugal,2021-04-19,831221,220,16946,1,26.55,19.77,2.0386876654945
PRT,Europe,Portugal,2021-04-20,831645,424,16951,5,26.86,19.98,2.03824949347378
PRT,Europe,Portugal,2021-04-21,832255,610,16952,1,27.24,20.27,2.03687571717803
PRT,Europe,Portugal,2021-04-22,832891,636,16956,4,27.77,20.56,2.03580060296005
PRT,Europe,Portugal,2021-04-23,833397,506,16957,1,28.43,20.84,2.03468455010037
PRT,Europe,Portugal,2021-04-24,833964,567,16959,2,29.19,21.23,2.03354101615897
PRT,Europe,Portugal,2021-04-25,834442,478,16965,6,29.62,21.54,2.03309517018559
PRT,Europe,Portugal,2021-04-26,834638,196,16965,0,29.96,21.83,2.03261773367616
PRT,Europe,Portugal,2021-04-27,834991,353,16970,5,30.44,22.22,2.03235723498816
PRT,Europe,Portugal,2021-04-28,835563,572,16973,3,30.92,22.61,2.03132498686514
PRT,Europe,Portugal,2021-04-29,836033,470,16974,1,31.64,23.14,2.03030263159469
PRT,Europe,Portugal,2021-04-30,836493,460,16974,0,32.43,23.75,2.02918613783977
PRT,Europe,Portugal,2021-05-01,836947,454,16976,2,33.27,24.43,2.02832437418379
PRT,Europe,Portugal,2021-05-02,837277,330,16977,1,33.78,24.84,2.02764437575617
PRT,Europe,Portugal,2021-05-03,837457,180,16977,0,34.19,25.2,2.02720856115598
PRT,Europe,Portugal,2021-05-04,837715,258,16981,4,34.83,25.7,2.02706170953128
PRT,Europe,Portugal,2021-05-05,838102,387,16983,2,35.58,26.29,2.02636433274232
PRT,Europe,Portugal,2021-05-06,838475,373,16988,5,36.48,26.77,2.02605921464564
PRT,Europe,Portugal,2021-05-07,838852,377,16989,1,37.47,27.26,2.02526786608365
PRT,Europe,Portugal,2021-05-08,839258,406,16991,2,38.49,27.72,2.0245264269152
PRT,Europe,Portugal,2021-05-09,839582,324,16992,1,39.3,28.4,2.02386425626085
PRT,Europe,Portugal,2021-05-10,839740,158,16993,1,39.92,28.92,2.02360254364446
PRT,Europe,Portugal,2021-05-11,840008,268,16994,1,40.69,29.5,2.02307597070504
PRT,Europe,Portugal,2021-05-12,840493,485,16998,4,41.37,30.02,2.02238448148884
PRT,Europe,Portugal,2021-05-13,840929,436,16999,1,42.04,30.55,2.02145484339344
PRT,Europe,Portugal,2021-05-14,841379,450,16999,0,42.75,31.06,2.02037369603948
PRT,Europe,Portugal,2021-05-15,841848,469,17006,7,43.54,31.3,2.02007963432829
PRT,Europe,Portugal,2021-05-16,842182,334,17007,1,44.81,31.36,2.01939723242719
PRT,Europe,Portugal,2021-05-17,842381,199,17009,2,45.72,31.92,2.01915760208267
PRT,Europe,Portugal,2021-05-18,842767,386,17011,2,46.39,32.39,2.01847011095593
PRT,Europe,Portugal,2021-05-19,843278,511,17013,2,47.17,32.93,2.01748415113403
PRT,Europe,Portugal,2021-05-20,843729,451,17014,1,47.95,33.45,2.0165242631224
PRT,Europe,Portugal,2021-05-21,844288,559,17017,3,48.76,33.99,2.01554445876289
PRT,Europe,Portugal,2021-05-22,844811,523,17017,0,49.6,34.47,2.0142966888452
PRT,Europe,Portugal,2021-05-23,845224,413,17017,0,50.29,34.83,2.01331244735123
PRT,Europe,Portugal,2021-05-24,845465,241,17018,1,50.81,35.12,2.012856830265
PRT,Europe,Portugal,2021-05-25,845840,375,17021,3,51.48,35.54,2.01231911472619
PRT,Europe,Portugal,2021-05-26,846434,594,17022,1,52.15,36.03,2.01102507696997
PRT,Europe,Portugal,2021-05-27,847006,572,17022,0,53.02,36.46,2.00966699173323
PRT,Europe,Portugal,2021-05-28,847604,598,17023,1,53.99,36.88,2.00836711483193
PRT,Europe,Portugal,2021-05-29,848213,609,17023,0,55,37.26,2.00692514733917
PRT,Europe,Portugal,2021-05-30,848658,445,17023,0, , ,2.005872801529
QAT,Asia,Qatar,2020-02-29,1,1, , , , , 
QAT,Asia,Qatar,2020-03-01,3,2, , , , , 
QAT,Asia,Qatar,2020-03-02,3,0, , , , , 
QAT,Asia,Qatar,2020-03-03,7,4, , , , , 
QAT,Asia,Qatar,2020-03-04,8,1, , , , , 
QAT,Asia,Qatar,2020-03-05,8,0, , , , , 
QAT,Asia,Qatar,2020-03-06,8,0, , , , , 
QAT,Asia,Qatar,2020-03-07,8,0, , , , , 
QAT,Asia,Qatar,2020-03-08,15,7, , , , , 
QAT,Asia,Qatar,2020-03-09,18,3, , , , , 
QAT,Asia,Qatar,2020-03-10,24,6, , , , , 
QAT,Asia,Qatar,2020-03-11,262,238, , , , , 
QAT,Asia,Qatar,2020-03-12,262,0, , , , , 
QAT,Asia,Qatar,2020-03-13,320,58, , , , , 
QAT,Asia,Qatar,2020-03-14,337,17, , , , , 
QAT,Asia,Qatar,2020-03-15,401,64, , , , , 
QAT,Asia,Qatar,2020-03-16,439,38, , , , , 
QAT,Asia,Qatar,2020-03-17,439,0, , , , , 
QAT,Asia,Qatar,2020-03-18,452,13, , , , , 
QAT,Asia,Qatar,2020-03-19,460,8, , , , , 
QAT,Asia,Qatar,2020-03-20,470,10, , , , , 
QAT,Asia,Qatar,2020-03-21,481,11, , , , , 
QAT,Asia,Qatar,2020-03-22,494,13, , , , , 
QAT,Asia,Qatar,2020-03-23,501,7, , , , , 
QAT,Asia,Qatar,2020-03-24,526,25, , , , , 
QAT,Asia,Qatar,2020-03-25,537,11, , , , , 
QAT,Asia,Qatar,2020-03-26,549,12, , , , , 
QAT,Asia,Qatar,2020-03-27,562,13, , , , , 
QAT,Asia,Qatar,2020-03-28,590,28,1,1, , ,.169491525423729
QAT,Asia,Qatar,2020-03-29,634,44,1,0, , ,.157728706624606
QAT,Asia,Qatar,2020-03-30,693,59,1,0, , ,.144300144300144
QAT,Asia,Qatar,2020-03-31,781,88,2,1, , ,.256081946222791
QAT,Asia,Qatar,2020-04-01,835,54,2,0, , ,.239520958083832
QAT,Asia,Qatar,2020-04-02,949,114,3,1, , ,.316122233930453
QAT,Asia,Qatar,2020-04-03,1075,126,3,0, , ,.27906976744186
QAT,Asia,Qatar,2020-04-04,1325,250,3,0, , ,.226415094339623
QAT,Asia,Qatar,2020-04-05,1604,279,4,1, , ,.249376558603491
QAT,Asia,Qatar,2020-04-06,1832,228,4,0, , ,.218340611353712
QAT,Asia,Qatar,2020-04-07,2057,225,6,2, , ,.291686922702965
QAT,Asia,Qatar,2020-04-08,2210,153,6,0, , ,.271493212669683
QAT,Asia,Qatar,2020-04-09,2376,166,6,0, , ,.252525252525253
QAT,Asia,Qatar,2020-04-10,2512,136,6,0, , ,.238853503184713
QAT,Asia,Qatar,2020-04-11,2728,216,6,0, , ,.219941348973607
QAT,Asia,Qatar,2020-04-12,2979,251,7,1, , ,.234978180597516
QAT,Asia,Qatar,2020-04-13,3231,252,7,0, , ,.216651191581554
QAT,Asia,Qatar,2020-04-14,3428,197,7,0, , ,.204200700116686
QAT,Asia,Qatar,2020-04-15,3711,283,7,0, , ,.188628402047966
QAT,Asia,Qatar,2020-04-16,4103,392,7,0, , ,.170606873019742
QAT,Asia,Qatar,2020-04-17,4663,560,7,0, , ,.150117949817714
QAT,Asia,Qatar,2020-04-18,5008,345,8,1, , ,.159744408945687
QAT,Asia,Qatar,2020-04-19,5448,440,8,0, , ,.146842878120411
QAT,Asia,Qatar,2020-04-20,6015,567,9,1, , ,.149625935162095
QAT,Asia,Qatar,2020-04-21,6533,518,9,0, , ,.137762130720955
QAT,Asia,Qatar,2020-04-22,7141,608,10,1, , ,.140036409466461
QAT,Asia,Qatar,2020-04-23,7764,623,10,0, , ,.128799587841319
QAT,Asia,Qatar,2020-04-24,8525,761,10,0, , ,.117302052785924
QAT,Asia,Qatar,2020-04-25,9358,833,10,0, , ,.106860440265014
QAT,Asia,Qatar,2020-04-26,10287,929,10,0, , ,.0972100709633518
QAT,Asia,Qatar,2020-04-27,11244,957,10,0, , ,.0889363215937389
QAT,Asia,Qatar,2020-04-28,11921,677,10,0, , ,.0838855800687862
QAT,Asia,Qatar,2020-04-29,12564,643,10,0, , ,.0795924864692773
QAT,Asia,Qatar,2020-04-30,13409,845,10,0, , ,.0745767767917071
QAT,Asia,Qatar,2020-05-01,14096,687,12,2, , ,.0851305334846765
QAT,Asia,Qatar,2020-05-02,14872,776,12,0, , ,.0806885422270038
QAT,Asia,Qatar,2020-05-03,15551,679,12,0, , ,.0771654555977108
QAT,Asia,Qatar,2020-05-04,16191,640,12,0, , ,.0741152492125255
QAT,Asia,Qatar,2020-05-05,17142,951,12,0, , ,.0700035001750088
QAT,Asia,Qatar,2020-05-06,17972,830,12,0, , ,.0667705319385711
QAT,Asia,Qatar,2020-05-07,18890,918,12,0, , ,.0635256749602964
QAT,Asia,Qatar,2020-05-08,20201,1311,12,0, , ,.0594029998514925
QAT,Asia,Qatar,2020-05-09,21331,1130,13,1, , ,.0609441657681309
QAT,Asia,Qatar,2020-05-10,22520,1189,14,1, , ,.0621669626998224
QAT,Asia,Qatar,2020-05-11,23623,1103,14,0, , ,.0592642763408543
QAT,Asia,Qatar,2020-05-12,25149,1526,14,0, , ,.055668217424152
QAT,Asia,Qatar,2020-05-13,26539,1390,14,0, , ,.0527525528467538
QAT,Asia,Qatar,2020-05-14,28272,1733,14,0, , ,.0495189586870402
QAT,Asia,Qatar,2020-05-15,29425,1153,14,0, , ,.0475785896346644
QAT,Asia,Qatar,2020-05-16,30972,1547,15,1, , ,.0484308407593956
QAT,Asia,Qatar,2020-05-17,32604,1632,15,0, , ,.0460066249539934
QAT,Asia,Qatar,2020-05-18,33969,1365,15,0, , ,.0441579086814448
QAT,Asia,Qatar,2020-05-19,35606,1637,15,0, , ,.0421277312812447
QAT,Asia,Qatar,2020-05-20,37097,1491,16,1, , ,.0431301722511254
QAT,Asia,Qatar,2020-05-21,38651,1554,17,1, , ,.0439833380766345
QAT,Asia,Qatar,2020-05-22,40481,1830,19,2, , ,.0469355994170104
QAT,Asia,Qatar,2020-05-23,42213,1732,21,2, , ,.0497477080520219
QAT,Asia,Qatar,2020-05-24,43714,1501,23,2, , ,.0526147229720456
QAT,Asia,Qatar,2020-05-25,45465,1751,26,3, , ,.0571868470251842
QAT,Asia,Qatar,2020-05-26,47207,1742,28,2, , ,.0593132374435995
QAT,Asia,Qatar,2020-05-27,48947,1740,30,2, , ,.0612907839091262
QAT,Asia,Qatar,2020-05-28,50914,1967,33,3, , ,.0648151785363554
QAT,Asia,Qatar,2020-05-29,52907,1993,36,3, , ,.068043926134538
QAT,Asia,Qatar,2020-05-30,55262,2355,36,0, , ,.0651442220694148
QAT,Asia,Qatar,2020-05-31,56910,1648,38,2, , ,.0667720962923915
QAT,Asia,Qatar,2020-06-01,58433,1523,40,2, , ,.0684544692211593
QAT,Asia,Qatar,2020-06-02,60259,1826,43,3, , ,.0713586352246137
QAT,Asia,Qatar,2020-06-03,62160,1901,45,2, , ,.0723938223938224
QAT,Asia,Qatar,2020-06-04,63741,1581,45,0, , ,.0705982020991199
QAT,Asia,Qatar,2020-06-05,65495,1754,49,4, , ,.0748148713642263
QAT,Asia,Qatar,2020-06-06,67195,1700,51,2, , ,.0758985043530025
QAT,Asia,Qatar,2020-06-07,68790,1595,54,3, , ,.0784997819450502
QAT,Asia,Qatar,2020-06-08,70158,1368,57,3, , ,.0812451894295732
QAT,Asia,Qatar,2020-06-09,71879,1721,62,5, , ,.0862560692274517
QAT,Asia,Qatar,2020-06-10,73595,1716,66,4, , ,.0896800054351518
QAT,Asia,Qatar,2020-06-11,75071,1476,69,3, , ,.0919129890370449
QAT,Asia,Qatar,2020-06-12,76588,1517,70,1, , ,.0913981302553925
QAT,Asia,Qatar,2020-06-13,78416,1828,70,0, , ,.0892674964293001
QAT,Asia,Qatar,2020-06-14,79602,1186,73,3, , ,.0917062385367202
QAT,Asia,Qatar,2020-06-15,80876,1274,76,3, , ,.093971017359909
QAT,Asia,Qatar,2020-06-16,82077,1201,80,4, , ,.0974694494194476
QAT,Asia,Qatar,2020-06-17,83174,1097,82,2, , ,.0985885012143218
QAT,Asia,Qatar,2020-06-18,84441,1267,86,4, , ,.10184625951848
QAT,Asia,Qatar,2020-06-19,85462,1021,93,7, , ,.10882029439985
QAT,Asia,Qatar,2020-06-20,86488,1026,94,1, , ,.108685598002035
QAT,Asia,Qatar,2020-06-21,87369,881,98,4, , ,.112167931417322
QAT,Asia,Qatar,2020-06-22,88403,1034,99,1, , ,.111987149757361
QAT,Asia,Qatar,2020-06-23,89579,1176,99,0, , ,.110516973844316
QAT,Asia,Qatar,2020-06-24,90778,1199,104,5, , ,.114565203022759
QAT,Asia,Qatar,2020-06-25,91838,1060,106,2, , ,.115420631982404
QAT,Asia,Qatar,2020-06-26,92784,946,109,3, , ,.117477151232971
QAT,Asia,Qatar,2020-06-27,93663,879,110,1, , ,.117442319806113
QAT,Asia,Qatar,2020-06-28,94413,750,110,0, , ,.11650937900501
QAT,Asia,Qatar,2020-06-29,95106,693,113,3, , ,.118814796122222
QAT,Asia,Qatar,2020-06-30,96088,982,113,0, , ,.117600532844892
QAT,Asia,Qatar,2020-07-01,97003,915,115,2, , ,.118553034442234
QAT,Asia,Qatar,2020-07-02,97897,894,118,3, , ,.120534847850292
QAT,Asia,Qatar,2020-07-03,98653,756,121,3, , ,.122652124111786
QAT,Asia,Qatar,2020-07-04,99183,530,123,2, , ,.124013187743867
QAT,Asia,Qatar,2020-07-05,99799,616,128,5, , ,.12825779817433
QAT,Asia,Qatar,2020-07-06,100345,546,133,5, , ,.132542727589815
QAT,Asia,Qatar,2020-07-07,100945,600,134,1, , ,.132745554509882
QAT,Asia,Qatar,2020-07-08,101553,608,138,4, , ,.135889633984225
QAT,Asia,Qatar,2020-07-09,102110,557,142,4, , ,.139065713446283
QAT,Asia,Qatar,2020-07-10,102630,520,146,4, , ,.142258598850239
QAT,Asia,Qatar,2020-07-11,103128,498,146,0, , ,.141571639128074
QAT,Asia,Qatar,2020-07-12,103598,470,147,1, , ,.141894631170486
QAT,Asia,Qatar,2020-07-13,104016,418,149,2, , ,.143247192739579
QAT,Asia,Qatar,2020-07-14,104533,517,150,1, , ,.143495355533659
QAT,Asia,Qatar,2020-07-15,104983,450,151,1, , ,.143832811026547
QAT,Asia,Qatar,2020-07-16,105477,494,152,1, , ,.144107246129488
QAT,Asia,Qatar,2020-07-17,105898,421,153,1, , ,.144478649266275
QAT,Asia,Qatar,2020-07-18,106308,410,154,1, , ,.144862098807239
QAT,Asia,Qatar,2020-07-19,106648,340,157,3, , ,.147213262320906
QAT,Asia,Qatar,2020-07-20,107037,389,159,2, , ,.148546764203033
QAT,Asia,Qatar,2020-07-21,107430,393,160,1, , ,.148934189704924
QAT,Asia,Qatar,2020-07-22,107871,441,163,3, , ,.151106414142819
QAT,Asia,Qatar,2020-07-23,108244,373,164,1, , ,.151509552492517
QAT,Asia,Qatar,2020-07-24,108638,394,164,0, , ,.150960069220715
QAT,Asia,Qatar,2020-07-25,109036,398,164,0, , ,.150409039216406
QAT,Asia,Qatar,2020-07-26,109305,269,165,1, , ,.150953753259229
QAT,Asia,Qatar,2020-07-27,109597,292,165,0, , ,.150551566192505
QAT,Asia,Qatar,2020-07-28,109880,283,167,2, , ,.151983982526392
QAT,Asia,Qatar,2020-07-29,110153,273,169,2, , ,.153422966237869
QAT,Asia,Qatar,2020-07-30,110460,307,171,2, , ,.154807170016295
QAT,Asia,Qatar,2020-07-31,110695,235,174,3, , ,.157188671575049
QAT,Asia,Qatar,2020-08-01,110911,216,174,0, , ,.156882545464381
QAT,Asia,Qatar,2020-08-02,111107,196,177,3, , ,.15930589431809
QAT,Asia,Qatar,2020-08-03,111322,215,177,0, , ,.158998221375829
QAT,Asia,Qatar,2020-08-04,111538,216,177,0, , ,.15869031182198
QAT,Asia,Qatar,2020-08-05,111805,267,178,1, , ,.159205760028621
QAT,Asia,Qatar,2020-08-06,112092,287,178,0, , ,.158798130107412
QAT,Asia,Qatar,2020-08-07,112383,291,180,2, , ,.160166573236166
QAT,Asia,Qatar,2020-08-08,112650,267,182,2, , ,.16156236129605
QAT,Asia,Qatar,2020-08-09,112947,297,184,2, , ,.162908266709164
QAT,Asia,Qatar,2020-08-10,113262,315,188,4, , ,.165986827002878
QAT,Asia,Qatar,2020-08-11,113646,384,188,0, , ,.165425971877585
QAT,Asia,Qatar,2020-08-12,113938,292,190,2, , ,.166757359265565
QAT,Asia,Qatar,2020-08-13,114281,343,190,0, , ,.166256858095396
QAT,Asia,Qatar,2020-08-14,114532,251,190,0, , ,.165892501658925
QAT,Asia,Qatar,2020-08-15,114809,277,192,2, , ,.167234276058497
QAT,Asia,Qatar,2020-08-16,115080,271,193,1, , ,.167709419534237
QAT,Asia,Qatar,2020-08-17,115368,288,193,0, , ,.167290756535608
QAT,Asia,Qatar,2020-08-18,115661,293,193,0, , ,.166866964663975
QAT,Asia,Qatar,2020-08-19,115956,295,193,0, , ,.166442443685536
QAT,Asia,Qatar,2020-08-20,116224,268,193,0, , ,.166058645374449
QAT,Asia,Qatar,2020-08-21,116481,257,193,0, , ,.165692258823327
QAT,Asia,Qatar,2020-08-22,116765,284,193,0, , ,.165289256198347
QAT,Asia,Qatar,2020-08-23,117008,243,193,0, , ,.164945986599207
QAT,Asia,Qatar,2020-08-24,117266,258,194,1, , ,.165435846707486
QAT,Asia,Qatar,2020-08-25,117498,232,194,0, , ,.165109193347972
QAT,Asia,Qatar,2020-08-26,117742,244,194,0, , ,.164767033004365
QAT,Asia,Qatar,2020-08-27,117988,246,195,1, , ,.165271044513001
QAT,Asia,Qatar,2020-08-28,118196,208,196,1, , ,.16582625469559
QAT,Asia,Qatar,2020-08-29,118407,211,196,0, , ,.16553075409393
QAT,Asia,Qatar,2020-08-30,118575,168,197,1, , ,.166139574109214
QAT,Asia,Qatar,2020-08-31,118778,203,197,0, , ,.16585562983044
QAT,Asia,Qatar,2020-09-01,118994,216,198,1, , ,.166394944282905
QAT,Asia,Qatar,2020-09-02,119206,212,199,1, , ,.16693790581011
QAT,Asia,Qatar,2020-09-03,119420,214,201,2, , ,.168313515324066
QAT,Asia,Qatar,2020-09-04,119637,217,201,0, , ,.168008224880263
QAT,Asia,Qatar,2020-09-05,119864,227,202,1, , ,.168524327571247
QAT,Asia,Qatar,2020-09-06,120095,231,203,1, , ,.169032848994546
QAT,Asia,Qatar,2020-09-07,120348,253,205,2, , ,.170339349220594
QAT,Asia,Qatar,2020-09-08,120579,231,205,0, , ,.170013020509376
QAT,Asia,Qatar,2020-09-09,120846,267,205,0, , ,.169637389735697
QAT,Asia,Qatar,2020-09-10,121052,206,205,0, , ,.169348709645442
QAT,Asia,Qatar,2020-09-11,121287,235,205,0, , ,.169020587532052
QAT,Asia,Qatar,2020-09-12,121523,236,205,0, , ,.168692346304815
QAT,Asia,Qatar,2020-09-13,121740,217,205,0, , ,.168391654345326
QAT,Asia,Qatar,2020-09-14,121975,235,207,2, , ,.169706907153105
QAT,Asia,Qatar,2020-09-15,122214,239,208,1, , ,.17019326754709
QAT,Asia,Qatar,2020-09-16,122449,235,208,0, , ,.16986663835556
QAT,Asia,Qatar,2020-09-17,122693,244,208,0, , ,.169528823975288
QAT,Asia,Qatar,2020-09-18,122917,224,209,1, , ,.170033437197458
QAT,Asia,Qatar,2020-09-19,123146,229,209,0, , ,.169717246195573
QAT,Asia,Qatar,2020-09-20,123376,230,210,1, , ,.170211386331215
QAT,Asia,Qatar,2020-09-21,123604,228,211,1, , ,.170706449629462
QAT,Asia,Qatar,2020-09-22,123917,313,211,0, , ,.170275264895051
QAT,Asia,Qatar,2020-09-23,124175,258,212,1, , ,.170726796859271
QAT,Asia,Qatar,2020-09-24,124425,250,212,0, , ,.170383765320474
QAT,Asia,Qatar,2020-09-25,124650,225,212,0, , ,.170076213397513
QAT,Asia,Qatar,2020-09-26,124850,200,214,2, , ,.171405686824189
QAT,Asia,Qatar,2020-09-27,125084,234,214,0, , ,.171085030859263
QAT,Asia,Qatar,2020-09-28,125311,227,214,0, , ,.170775111522532
QAT,Asia,Qatar,2020-09-29,125533,222,214,0, , ,.170473102690129
QAT,Asia,Qatar,2020-09-30,125760,227,214,0, , ,.170165394402036
QAT,Asia,Qatar,2020-10-01,125959,199,214,0, , ,.16989655364047
QAT,Asia,Qatar,2020-10-02,126164,205,215,1, , ,.170413113090898
QAT,Asia,Qatar,2020-10-03,126339,175,216,1, , ,.170968584522594
QAT,Asia,Qatar,2020-10-04,126498,159,216,0, , ,.170753687805341
QAT,Asia,Qatar,2020-10-05,126692,194,216,0, , ,.170492217346005
QAT,Asia,Qatar,2020-10-06,126943,251,216,0, , ,.170155108985923
QAT,Asia,Qatar,2020-10-07,127181,238,218,2, , ,.171409251381889
QAT,Asia,Qatar,2020-10-08,127394,213,218,0, , ,.171122658837936
QAT,Asia,Qatar,2020-10-09,127600,206,219,1, , ,.171630094043887
QAT,Asia,Qatar,2020-10-10,127778,178,219,0, , ,.171391006276511
QAT,Asia,Qatar,2020-10-11,127985,207,220,1, , ,.171895143962183
QAT,Asia,Qatar,2020-10-12,128191,206,220,0, , ,.171618912404147
QAT,Asia,Qatar,2020-10-13,128405,214,220,0, , ,.171332892021339
QAT,Asia,Qatar,2020-10-14,128603,198,220,0, , ,.171069104142205
QAT,Asia,Qatar,2020-10-15,128803,200,222,2, , ,.17235623393865
QAT,Asia,Qatar,2020-10-16,128992,189,222,0, , ,.172103696353262
QAT,Asia,Qatar,2020-10-17,129227,235,223,1, , ,.172564556942435
QAT,Asia,Qatar,2020-10-18,129431,204,224,1, , ,.173065185311092
QAT,Asia,Qatar,2020-10-19,129671,240,224,0, , ,.172744869708724
QAT,Asia,Qatar,2020-10-20,129944,273,224,0, , ,.172381949147325
QAT,Asia,Qatar,2020-10-21,130210,266,225,1, , ,.172797788188311
QAT,Asia,Qatar,2020-10-22,130462,252,228,3, , ,.174763532676182
QAT,Asia,Qatar,2020-10-23,130711,249,229,1, , ,.175195660655951
QAT,Asia,Qatar,2020-10-24,130965,254,229,0, , ,.174855877524529
QAT,Asia,Qatar,2020-10-25,131170,205,230,1, , ,.175344972173515
QAT,Asia,Qatar,2020-10-26,131432,262,230,0, , ,.174995434901698
QAT,Asia,Qatar,2020-10-27,131689,257,230,0, , ,.174653919461762
QAT,Asia,Qatar,2020-10-28,131939,250,230,0, , ,.17432298259044
QAT,Asia,Qatar,2020-10-29,132150,211,231,1, , ,.174801362088536
QAT,Asia,Qatar,2020-10-30,132343,193,232,1, , ,.175302056021097
QAT,Asia,Qatar,2020-10-31,132556,213,232,0, , ,.175020368749811
QAT,Asia,Qatar,2020-11-01,132720,164,232,0, , ,.174804098854732
QAT,Asia,Qatar,2020-11-02,132917,197,232,0, , ,.174545016815005
QAT,Asia,Qatar,2020-11-03,133143,226,232,0, , ,.174248740076459
QAT,Asia,Qatar,2020-11-04,133370,227,232,0, , ,.173952163155132
QAT,Asia,Qatar,2020-11-05,133619,249,232,0, , ,.173628002005703
QAT,Asia,Qatar,2020-11-06,133811,192,232,0, , ,.173378870197517
QAT,Asia,Qatar,2020-11-07,134013,202,232,0, , ,.173117533373628
QAT,Asia,Qatar,2020-11-08,134203,190,232,0, , ,.172872439513275
QAT,Asia,Qatar,2020-11-09,134433,230,232,0, , ,.172576673882157
QAT,Asia,Qatar,2020-11-10,134663,230,233,1, , ,.173024513043672
QAT,Asia,Qatar,2020-11-11,134887,224,233,0, , ,.172737180009934
QAT,Asia,Qatar,2020-11-12,135132,245,234,1, , ,.173164017405204
QAT,Asia,Qatar,2020-11-13,135367,235,234,0, , ,.172863400976604
QAT,Asia,Qatar,2020-11-14,135570,203,234,0, , ,.172604558530648
QAT,Asia,Qatar,2020-11-15,135785,215,234,0, , ,.172331258975586
QAT,Asia,Qatar,2020-11-16,136028,243,235,1, , ,.172758549710354
QAT,Asia,Qatar,2020-11-17,136222,194,235,0, , ,.172512516333632
QAT,Asia,Qatar,2020-11-18,136441,219,235,0, , ,.17223561832587
QAT,Asia,Qatar,2020-11-19,136649,208,235,0, , ,.171973450226493
QAT,Asia,Qatar,2020-11-20,136888,239,235,0, , ,.171673192683069
QAT,Asia,Qatar,2020-11-21,137062,174,235,0, , ,.171455253826735
QAT,Asia,Qatar,2020-11-22,137229,167,236,1, , ,.171975311340897
QAT,Asia,Qatar,2020-11-23,137415,186,236,0, , ,.171742531746898
QAT,Asia,Qatar,2020-11-24,137642,227,236,0, , ,.171459292948373
QAT,Asia,Qatar,2020-11-25,137851,209,237,1, , ,.171924759341608
QAT,Asia,Qatar,2020-11-26,138066,215,237,0, , ,.17165703359263
QAT,Asia,Qatar,2020-11-27,138250,184,237,0, , ,.171428571428571
QAT,Asia,Qatar,2020-11-28,138477,227,237,0, , ,.17114755518967
QAT,Asia,Qatar,2020-11-29,138648,171,237,0, , ,.170936472217414
QAT,Asia,Qatar,2020-11-30,138833,185,237,0, , ,.170708693178135
QAT,Asia,Qatar,2020-12-01,139001,168,238,1, , ,.171221789771297
QAT,Asia,Qatar,2020-12-02,139256,255,239,1, , ,.171626357212616
QAT,Asia,Qatar,2020-12-03,139477,221,239,0, , ,.17135441685726
QAT,Asia,Qatar,2020-12-04,139643,166,239,0, , ,.171150720050414
QAT,Asia,Qatar,2020-12-05,139783,140,239,0, , ,.17097930363492
QAT,Asia,Qatar,2020-12-06,139908,125,239,0, , ,.170826543156932
QAT,Asia,Qatar,2020-12-07,140086,178,239,0, , ,.170609482746313
QAT,Asia,Qatar,2020-12-08,140203,117,239,0, , ,.170467108407095
QAT,Asia,Qatar,2020-12-09,140353,150,240,1, , ,.170997413664118
QAT,Asia,Qatar,2020-12-10,140516,163,240,0, , ,.170799054911896
QAT,Asia,Qatar,2020-12-11,140680,164,240,0, , ,.170599943133352
QAT,Asia,Qatar,2020-12-12,140827,147,240,0, , ,.170421865125296
QAT,Asia,Qatar,2020-12-13,140961,134,240,0, , ,.170259859109967
QAT,Asia,Qatar,2020-12-14,141121,160,241,1, , ,.170775433847549
QAT,Asia,Qatar,2020-12-15,141272,151,241,0, , ,.170592898805142
QAT,Asia,Qatar,2020-12-16,141417,145,242,1, , ,.171125112256659
QAT,Asia,Qatar,2020-12-17,141557,140,242,0, , ,.17095586936711
QAT,Asia,Qatar,2020-12-18,141716,159,242,0, , ,.170764063337944
QAT,Asia,Qatar,2020-12-19,141858,142,243,1, , ,.171298058622002
QAT,Asia,Qatar,2020-12-20,142001,143,243,0, , ,.171125555453835
QAT,Asia,Qatar,2020-12-21,142159,158,243,0, , ,.170935361109743
QAT,Asia,Qatar,2020-12-22,142308,149,243,0,0, ,.170756387553757
QAT,Asia,Qatar,2020-12-23,142448,140,243,0, , ,.170588565652027
QAT,Asia,Qatar,2020-12-24,142605,157,243,0, , ,.170400757336699
QAT,Asia,Qatar,2020-12-25,142734,129,244,1, , ,.170947356621408
QAT,Asia,Qatar,2020-12-26,142903,169,244,0, , ,.170745190793755
QAT,Asia,Qatar,2020-12-27,143062,159,244,0, , ,.170555423522668
QAT,Asia,Qatar,2020-12-28,143222,160,244,0, , ,.170364888075854
