iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations_per_hundred,people_vaccinated_per_hundred,CFR
ABW,North America,Aruba,2021-03-29, , , , ,24.13,14.61, 
ABW,North America,Aruba,2021-03-30, , , , , , , 
ABW,North America,Aruba,2021-03-31, , , , , , , 
ABW,North America,Aruba,2021-04-01, , , , , , , 
ABW,North America,Aruba,2021-04-02, , , , , , , 
ABW,North America,Aruba,2021-04-03, , , , , , , 
ABW,North America,Aruba,2021-04-04, , , , , , , 
ABW,North America,Aruba,2021-04-05, , , , , , , 
ABW,North America,Aruba,2021-04-06, , , , , , , 
ABW,North America,Aruba,2021-04-07, , , , , , , 
ABW,North America,Aruba,2021-04-08, , , , , , , 
ABW,North America,Aruba,2021-04-09, , , , , , , 
ABW,North America,Aruba,2021-04-10, , , , ,38.49,27.35, 
ABW,North America,Aruba,2021-04-11, , , , , , , 
ABW,North America,Aruba,2021-04-12, , , , ,40.34,29.17, 
ABW,North America,Aruba,2021-04-13, , , , ,42.7,31.44, 
ABW,North America,Aruba,2021-04-14, , , , ,45.15,33.77, 
ABW,North America,Aruba,2021-04-15, , , , ,47.34,35.57, 
ABW,North America,Aruba,2021-04-16, , , , ,49.6,37.43, 
ABW,North America,Aruba,2021-04-17, , , , ,52.06,39.12, 
ABW,North America,Aruba,2021-04-18, , , , ,52.12,39.19, 
ABW,North America,Aruba,2021-04-19, , , , ,54.49,40.52, 
ABW,North America,Aruba,2021-04-20, , , , ,56.55,41.16, 
ABW,North America,Aruba,2021-04-21, , , , ,58.39,41.61, 
ABW,North America,Aruba,2021-04-22, , , , ,60.21,42.24, 
ABW,North America,Aruba,2021-04-23, , , , ,63.64,45.02, 
ABW,North America,Aruba,2021-04-24, , , , ,64.89,46.22, 
ABW,North America,Aruba,2021-04-25, , , , ,68.47,49.79, 
ABW,North America,Aruba,2021-04-26, , , , ,68.71,49.87, 
ABW,North America,Aruba,2021-04-27, , , , , , , 
ABW,North America,Aruba,2021-04-28, , , , ,69.94,50.4, 
ABW,North America,Aruba,2021-04-29, , , , ,71.04,50.67, 
ABW,North America,Aruba,2021-04-30, , , , ,71.99,50.86, 
ABW,North America,Aruba,2021-05-01, , , , , , , 
ABW,North America,Aruba,2021-05-02, , , , , , , 
ABW,North America,Aruba,2021-05-03, , , , ,72.8,51.15, 
ABW,North America,Aruba,2021-05-04, , , , ,73.95,51.66, 
ABW,North America,Aruba,2021-05-05, , , , ,74.46,51.85, 
ABW,North America,Aruba,2021-05-06, , , , ,74.51,51.86, 
ABW,North America,Aruba,2021-05-07, , , , ,75.17,52.1, 
ABW,North America,Aruba,2021-05-08, , , , ,75.58,52.21, 
ABW,North America,Aruba,2021-05-09, , , , , , , 
ABW,North America,Aruba,2021-05-10, , , , ,76.44,52.46, 
ABW,North America,Aruba,2021-05-11, , , , ,77.62,52.72, 
ABW,North America,Aruba,2021-05-12, , , , ,78.9,53.01, 
ABW,North America,Aruba,2021-05-13, , , , ,80.03,53.32, 
ABW,North America,Aruba,2021-05-14, , , , ,81.99,53.68, 
ABW,North America,Aruba,2021-05-15, , , , ,82.99,53.84, 
ABW,North America,Aruba,2021-05-16, , , , , , , 
ABW,North America,Aruba,2021-05-17, , , , ,85.24,54.26, 
ABW,North America,Aruba,2021-05-18, , , , ,87.79,54.65, 
ABW,North America,Aruba,2021-05-19, , , , ,89.92,54.96, 
ABW,North America,Aruba,2021-05-20, , , , ,91.72,55.22, 
ABW,North America,Aruba,2021-05-21, , , , ,93.67,55.58, 
ABW,North America,Aruba,2021-05-22, , , , ,96.84,56.2, 
ABW,North America,Aruba,2021-05-23, , , , ,101.6,57.36, 
ABW,North America,Aruba,2021-05-24, , , , ,102.8,57.65, 
ABW,North America,Aruba,2021-05-25, , , , ,104.32,58.2, 
ABW,North America,Aruba,2021-05-26, , , , ,104.59,58.3, 
ABW,North America,Aruba,2021-05-27, , , , ,105.2,58.54, 
ABW,North America,Aruba,2021-05-28, , , , ,105.93,58.72, 
ABW,North America,Aruba,2021-05-29, , , , ,106.46,58.93, 
AUT,Europe,Austria,2020-02-25,2,2, , , , , 
AUT,Europe,Austria,2020-02-26,2,0, , , , , 
AUT,Europe,Austria,2020-02-27,3,1, , , , , 
AUT,Europe,Austria,2020-02-28,3,0, , , , , 
AUT,Europe,Austria,2020-02-29,9,6, , , , , 
AUT,Europe,Austria,2020-03-01,14,5, , , , , 
AUT,Europe,Austria,2020-03-02,18,4, , , , , 
AUT,Europe,Austria,2020-03-03,21,3, , , , , 
AUT,Europe,Austria,2020-03-04,29,8, , , , , 
AUT,Europe,Austria,2020-03-05,41,12, , , , , 
AUT,Europe,Austria,2020-03-06,55,14, , , , , 
AUT,Europe,Austria,2020-03-07,79,24, , , , , 
AUT,Europe,Austria,2020-03-08,104,25, , , , , 
AUT,Europe,Austria,2020-03-09,131,27, , , , , 
AUT,Europe,Austria,2020-03-10,182,51, , , , , 
AUT,Europe,Austria,2020-03-11,246,64, , , , , 
AUT,Europe,Austria,2020-03-12,302,56,1,1, , ,.33112582781457
AUT,Europe,Austria,2020-03-13,504,202,1,0, , ,.198412698412698
AUT,Europe,Austria,2020-03-14,655,151,1,0, , ,.152671755725191
AUT,Europe,Austria,2020-03-15,860,205,1,0, , ,.116279069767442
AUT,Europe,Austria,2020-03-16,1018,158,3,2, , ,.294695481335953
AUT,Europe,Austria,2020-03-17,1332,314,3,0, , ,.225225225225225
AUT,Europe,Austria,2020-03-18,1646,314,4,1, , ,.243013365735115
AUT,Europe,Austria,2020-03-19,2013,367,6,2, , ,.29806259314456
AUT,Europe,Austria,2020-03-20,2388,375,6,0, , ,.251256281407035
AUT,Europe,Austria,2020-03-21,2814,426,8,2, , ,.284292821606254
AUT,Europe,Austria,2020-03-22,3582,768,16,8, , ,.446677833612507
AUT,Europe,Austria,2020-03-23,4474,892,21,5, , ,.469378632096558
AUT,Europe,Austria,2020-03-24,5283,809,28,7, , ,.530001892863903
AUT,Europe,Austria,2020-03-25,5588,305,30,2, , ,.536864710093057
AUT,Europe,Austria,2020-03-26,6909,1321,49,19, , ,.709219858156028
AUT,Europe,Austria,2020-03-27,7657,748,58,9, , ,.757476818597362
AUT,Europe,Austria,2020-03-28,8271,614,68,10, , ,.822149679603434
AUT,Europe,Austria,2020-03-29,8788,517,86,18, , ,.978607191624943
AUT,Europe,Austria,2020-03-30,9618,830,108,22, , ,1.12289457267623
AUT,Europe,Austria,2020-03-31,10180,562,128,20, , ,1.2573673870334
AUT,Europe,Austria,2020-04-01,10711,531,146,18, , ,1.36308467930165
AUT,Europe,Austria,2020-04-02,11129,418,158,12, , ,1.41971426004133
AUT,Europe,Austria,2020-04-03,11524,395,168,10, , ,1.457827143353
AUT,Europe,Austria,2020-04-04,11781,257,186,18, , ,1.57881334351923
AUT,Europe,Austria,2020-04-05,12051,270,204,18, , ,1.69280557630072
AUT,Europe,Austria,2020-04-06,12297,246,220,16, , ,1.78905424087176
AUT,Europe,Austria,2020-04-07,12639,342,243,23, , ,1.92262046047947
AUT,Europe,Austria,2020-04-08,12942,303,273,30, , ,2.10941121928605
AUT,Europe,Austria,2020-04-09,13244,302,295,22, , ,2.22742373905165
AUT,Europe,Austria,2020-04-10,13555,311,319,24, , ,2.35337513832534
AUT,Europe,Austria,2020-04-11,13806,251,337,18, , ,2.44096769520498
AUT,Europe,Austria,2020-04-12,13945,139,350,13, , ,2.50986016493367
AUT,Europe,Austria,2020-04-13,14041,96,368,18, , ,2.62089594758208
AUT,Europe,Austria,2020-04-14,14226,185,384,16, , ,2.69928300295234
AUT,Europe,Austria,2020-04-15,14336,110,393,9, , ,2.74135044642857
AUT,Europe,Austria,2020-04-16,14476,140,410,17, , ,2.83227410886985
AUT,Europe,Austria,2020-04-17,14595,119,431,21, , ,2.95306611853374
AUT,Europe,Austria,2020-04-18,14671,76,443,12, , ,3.01956240201759
AUT,Europe,Austria,2020-04-19,14749,78,452,9, , ,3.06461455013899
AUT,Europe,Austria,2020-04-20,14795,46,470,18, , ,3.17674890165596
AUT,Europe,Austria,2020-04-21,14873,78,491,21, , ,3.30128420627984
AUT,Europe,Austria,2020-04-22,14925,52,510,19, , ,3.41708542713568
AUT,Europe,Austria,2020-04-23,15002,77,522,12, , ,3.47953606185842
AUT,Europe,Austria,2020-04-24,15071,69,530,8, , ,3.51668767832261
AUT,Europe,Austria,2020-04-25,15148,77,536,6, , ,3.53842091365197
AUT,Europe,Austria,2020-04-26,15225,77,542,6, , ,3.55993431855501
AUT,Europe,Austria,2020-04-27,15274,49,549,7, , ,3.59434332853215
AUT,Europe,Austria,2020-04-28,15357,83,569,20, , ,3.70515074558833
AUT,Europe,Austria,2020-04-29,15402,45,580,11, , ,3.76574470847942
AUT,Europe,Austria,2020-04-30,15452,50,584,4, , ,3.77944602640435
AUT,Europe,Austria,2020-05-01,15531,79,589,5, , ,3.79241516966068
AUT,Europe,Austria,2020-05-02,15558,27,596,7, , ,3.83082658439388
AUT,Europe,Austria,2020-05-03,15597,39,598,2, , ,3.83407065461307
AUT,Europe,Austria,2020-05-04,15621,24,600,2, , ,3.84098329172268
AUT,Europe,Austria,2020-05-05,15650,29,606,6, , ,3.87220447284345
AUT,Europe,Austria,2020-05-06,15684,34,608,2, , ,3.87656210150472
AUT,Europe,Austria,2020-05-07,15752,68,609,1, , ,3.86617572371762
AUT,Europe,Austria,2020-05-08,15774,22,614,5, , ,3.89248129833904
AUT,Europe,Austria,2020-05-09,15833,59,615,1, , ,3.88429230089054
AUT,Europe,Austria,2020-05-10,15871,38,618,3, , ,3.89389452460463
AUT,Europe,Austria,2020-05-11,15882,11,620,2, , ,3.90379045460269
AUT,Europe,Austria,2020-05-12,15961,79,623,3, , ,3.90326420650335
AUT,Europe,Austria,2020-05-13,15997,36,624,1, , ,3.90073138713509
AUT,Europe,Austria,2020-05-14,16058,61,626,2, , ,3.89836841449745
AUT,Europe,Austria,2020-05-15,16109,51,628,2, , ,3.89844186479608
AUT,Europe,Austria,2020-05-16,16201,92,629,1, , ,3.88247639034627
AUT,Europe,Austria,2020-05-17,16242,41,629,0, , ,3.87267577884497
AUT,Europe,Austria,2020-05-18,16269,27,629,0, , ,3.8662486938349
AUT,Europe,Austria,2020-05-19,16321,52,632,3, , ,3.87231174560382
AUT,Europe,Austria,2020-05-20,16353,32,633,1, , ,3.87084938543387
AUT,Europe,Austria,2020-05-21,16404,51,633,0, , ,3.85881492318947
AUT,Europe,Austria,2020-05-22,16436,32,635,2, , ,3.86347043076174
AUT,Europe,Austria,2020-05-23,16486,50,639,4, , ,3.87601601358729
AUT,Europe,Austria,2020-05-24,16503,17,640,1, , ,3.87808277282918
AUT,Europe,Austria,2020-05-25,16539,36,641,1, , ,3.87568776830522
AUT,Europe,Austria,2020-05-26,16557,18,643,2, , ,3.88355378389805
AUT,Europe,Austria,2020-05-27,16591,34,645,2, , ,3.88764993068531
AUT,Europe,Austria,2020-05-28,16628,37,668,23, , ,4.01732018282415
AUT,Europe,Austria,2020-05-29,16655,27,668,0, , ,4.01080756529571
AUT,Europe,Austria,2020-05-30,16685,30,668,0, , ,4.00359604435121
AUT,Europe,Austria,2020-05-31,16731,46,668,0, , ,3.99258860797322
AUT,Europe,Austria,2020-06-01,16733,2,668,0, , ,3.99211139664137
AUT,Europe,Austria,2020-06-02,16759,26,669,1, , ,3.99188495733636
AUT,Europe,Austria,2020-06-03,16771,12,670,1, , ,3.99499135412319
AUT,Europe,Austria,2020-06-04,16805,34,670,0, , ,3.98690865813746
AUT,Europe,Austria,2020-06-05,16843,38,672,2, , ,3.98978804251024
AUT,Europe,Austria,2020-06-06,16898,55,672,0, , ,3.97680198840099
AUT,Europe,Austria,2020-06-07,16902,4,672,0, , ,3.97586084487043
AUT,Europe,Austria,2020-06-08,16968,66,672,0, , ,3.96039603960396
AUT,Europe,Austria,2020-06-09,16979,11,672,0, , ,3.95783026091054
AUT,Europe,Austria,2020-06-10,17005,26,673,1, , ,3.95765951190826
AUT,Europe,Austria,2020-06-11,17034,29,674,1, , ,3.95679229775743
AUT,Europe,Austria,2020-06-12,17064,30,675,1, , ,3.95569620253165
AUT,Europe,Austria,2020-06-13,17078,14,677,2, , ,3.96416442206347
AUT,Europe,Austria,2020-06-14,17109,31,677,0, , ,3.9569817055351
AUT,Europe,Austria,2020-06-15,17135,26,678,1, , ,3.95681353953896
AUT,Europe,Austria,2020-06-16,17189,54,681,3, , ,3.96183605794403
AUT,Europe,Austria,2020-06-17,17203,14,687,6, , ,3.99348950764402
AUT,Europe,Austria,2020-06-18,17223,20,688,1, , ,3.99465830575393
AUT,Europe,Austria,2020-06-19,17271,48,688,0, , ,3.98355625036188
AUT,Europe,Austria,2020-06-20,17323,52,688,0, , ,3.97159845292386
AUT,Europe,Austria,2020-06-21,17341,18,690,2, , ,3.979009284355
AUT,Europe,Austria,2020-06-22,17380,39,690,0, , ,3.97008055235903
AUT,Europe,Austria,2020-06-23,17408,28,693,3, , ,3.98092830882353
AUT,Europe,Austria,2020-06-24,17449,41,693,0, , ,3.97157430225228
AUT,Europe,Austria,2020-06-25,17477,28,698,5, , ,3.99382044973394
AUT,Europe,Austria,2020-06-26,17522,45,698,0, , ,3.9835635201461
AUT,Europe,Austria,2020-06-27,17580,58,700,2, , ,3.98179749715586
AUT,Europe,Austria,2020-06-28,17654,74,702,2, , ,3.97643593519882
AUT,Europe,Austria,2020-06-29,17723,69,703,1, , ,3.96659707724426
AUT,Europe,Austria,2020-06-30,17766,43,705,2, , ,3.96825396825397
AUT,Europe,Austria,2020-07-01,17873,107,705,0, , ,3.94449728640967
AUT,Europe,Austria,2020-07-02,17941,68,705,0, , ,3.92954684800178
AUT,Europe,Austria,2020-07-03,18050,109,705,0, , ,3.90581717451524
AUT,Europe,Austria,2020-07-04,18165,115,705,0, , ,3.88109000825764
AUT,Europe,Austria,2020-07-05,18280,115,706,1, , ,3.86214442013129
AUT,Europe,Austria,2020-07-06,18365,85,706,0, , ,3.84426898992649
AUT,Europe,Austria,2020-07-07,18421,56,706,0, , ,3.8325823788068
AUT,Europe,Austria,2020-07-08,18513,92,706,0, , ,3.81353643385729
AUT,Europe,Austria,2020-07-09,18615,102,706,0, , ,3.79264034380876
AUT,Europe,Austria,2020-07-10,18709,94,706,0, , ,3.77358490566038
AUT,Europe,Austria,2020-07-11,18783,74,706,0, , ,3.75871798967151
AUT,Europe,Austria,2020-07-12,18897,114,708,2, , ,3.74662644864264
AUT,Europe,Austria,2020-07-13,18948,51,708,0, , ,3.73654211526282
AUT,Europe,Austria,2020-07-14,19021,73,709,1, , ,3.72745912412597
AUT,Europe,Austria,2020-07-15,19154,133,710,1, , ,3.70679753576277
AUT,Europe,Austria,2020-07-16,19270,116,711,1, , ,3.68967306694344
AUT,Europe,Austria,2020-07-17,19439,169,711,0, , ,3.65759555532692
AUT,Europe,Austria,2020-07-18,19573,134,711,0, , ,3.63255505032443
AUT,Europe,Austria,2020-07-19,19655,82,711,0, , ,3.61740015263292
AUT,Europe,Austria,2020-07-20,19743,88,711,0, , ,3.60127640176265
AUT,Europe,Austria,2020-07-21,19827,84,710,-1, , ,3.58097543753467
AUT,Europe,Austria,2020-07-22,19929,102,711,1, , ,3.56766521150083
AUT,Europe,Austria,2020-07-23,20099,170,711,0, , ,3.53748942733469
AUT,Europe,Austria,2020-07-24,20214,115,711,0, , ,3.5173642030276
AUT,Europe,Austria,2020-07-25,20338,124,712,1, , ,3.5008358737339
AUT,Europe,Austria,2020-07-26,20472,134,712,0, , ,3.4779210629152
AUT,Europe,Austria,2020-07-27,20558,86,713,1, , ,3.46823620974803
AUT,Europe,Austria,2020-07-28,20677,119,713,0, , ,3.44827586206897
AUT,Europe,Austria,2020-07-29,20850,173,716,3, , ,3.43405275779377
AUT,Europe,Austria,2020-07-30,20955,105,718,2, , ,3.4263898830828
AUT,Europe,Austria,2020-07-31,21130,175,718,0, , ,3.39801230477993
AUT,Europe,Austria,2020-08-01,21212,82,718,0, , ,3.38487648500849
AUT,Europe,Austria,2020-08-02,21304,92,718,0, , ,3.37025910627112
AUT,Europe,Austria,2020-08-03,21385,81,718,0, , ,3.35749357025953
AUT,Europe,Austria,2020-08-04,21481,96,719,1, , ,3.34714398771007
AUT,Europe,Austria,2020-08-05,21566,85,719,0, , ,3.33395159046648
AUT,Europe,Austria,2020-08-06,21696,130,719,0, , ,3.31397492625369
AUT,Europe,Austria,2020-08-07,21837,141,720,1, , ,3.29715620277511
AUT,Europe,Austria,2020-08-08,21919,82,721,1, , ,3.28938363976459
AUT,Europe,Austria,2020-08-09,22033,114,721,0, , ,3.27236418100123
AUT,Europe,Austria,2020-08-10,22106,73,723,2, , ,3.27060526553877
AUT,Europe,Austria,2020-08-11,22245,139,723,0, , ,3.25016857720836
AUT,Europe,Austria,2020-08-12,22439,194,724,1, , ,3.22652524622309
AUT,Europe,Austria,2020-08-13,22594,155,725,1, , ,3.20881649995574
AUT,Europe,Austria,2020-08-14,22876,282,725,0, , ,3.16926036020283
AUT,Europe,Austria,2020-08-15,23179,303,728,3, , ,3.1407739764442
AUT,Europe,Austria,2020-08-16,23370,191,728,0, , ,3.11510483525888
AUT,Europe,Austria,2020-08-17,23534,164,729,1, , ,3.09764595903799
AUT,Europe,Austria,2020-08-18,23829,295,729,0, , ,3.05929749464938
AUT,Europe,Austria,2020-08-19,24084,255,729,0, , ,3.02690582959641
AUT,Europe,Austria,2020-08-20,24431,347,729,0, , ,2.98391387990668
AUT,Europe,Austria,2020-08-21,24762,331,730,1, , ,2.94806558436314
AUT,Europe,Austria,2020-08-22,25062,300,732,2, , ,2.92075652382092
AUT,Europe,Austria,2020-08-23,25253,191,732,0, , ,2.8986655050885
AUT,Europe,Austria,2020-08-24,25495,242,733,1, , ,2.87507354383212
AUT,Europe,Austria,2020-08-25,25706,211,733,0, , ,2.85147436396172
AUT,Europe,Austria,2020-08-26,26033,327,733,0, , ,2.81565705066646
AUT,Europe,Austria,2020-08-27,26361,328,733,0, , ,2.78062288987519
AUT,Europe,Austria,2020-08-28,26590,229,733,0, , ,2.75667544189545
AUT,Europe,Austria,2020-08-29,26985,395,733,0, , ,2.71632388363906
AUT,Europe,Austria,2020-08-30,27166,181,733,0, , ,2.69822572333063
AUT,Europe,Austria,2020-08-31,27438,272,733,0, , ,2.67147751293826
AUT,Europe,Austria,2020-09-01,27642,204,734,1, , ,2.65537949497142
AUT,Europe,Austria,2020-09-02,27969,327,734,0, , ,2.62433408416461
AUT,Europe,Austria,2020-09-03,28372,403,735,1, , ,2.59058226420415
AUT,Europe,Austria,2020-09-04,28729,357,735,0, , ,2.55839047652198
AUT,Europe,Austria,2020-09-05,29087,358,735,0, , ,2.5269020524633
AUT,Europe,Austria,2020-09-06,29271,184,736,1, , ,2.51443408151413
AUT,Europe,Austria,2020-09-07,29561,290,746,10, , ,2.52359527756165
AUT,Europe,Austria,2020-09-08,30081,520,747,1, , ,2.4832951032213
AUT,Europe,Austria,2020-09-09,30583,502,747,0, , ,2.44253343360691
AUT,Europe,Austria,2020-09-10,31247,664,748,1, , ,2.39382980766154
AUT,Europe,Austria,2020-09-11,31827,580,750,2, , ,2.35648977283439
AUT,Europe,Austria,2020-09-12,32696,869,754,4, , ,2.30609248837778
AUT,Europe,Austria,2020-09-13,33159,463,756,2, , ,2.27992400253325
AUT,Europe,Austria,2020-09-14,33541,382,757,1, , ,2.25693926835813
AUT,Europe,Austria,2020-09-15,34305,764,757,0, , ,2.20667541174756
AUT,Europe,Austria,2020-09-16,35073,768,758,1, , ,2.16120662617968
AUT,Europe,Austria,2020-09-17,35853,780,758,0, , ,2.11418849189747
AUT,Europe,Austria,2020-09-18,36661,808,763,5, , ,2.08123073565915
AUT,Europe,Austria,2020-09-19,37474,813,765,2, , ,2.04141538133106
AUT,Europe,Austria,2020-09-20,38095,621,766,1, , ,2.01076256726605
AUT,Europe,Austria,2020-09-21,38658,563,767,1, , ,1.98406539396761
AUT,Europe,Austria,2020-09-22,39303,645,771,4, , ,1.96168231432715
AUT,Europe,Austria,2020-09-23,39984,681,777,6, , ,1.94327731092437
AUT,Europe,Austria,2020-09-24,40816,832,783,6, , ,1.91836534692278
AUT,Europe,Austria,2020-09-25,41500,684,786,3, , ,1.89397590361446
AUT,Europe,Austria,2020-09-26,42214,714,787,1, , ,1.86431041834462
AUT,Europe,Austria,2020-09-27,42876,662,787,0, , ,1.83552570202444
AUT,Europe,Austria,2020-09-28,43432,556,790,3, , ,1.81893534720943
AUT,Europe,Austria,2020-09-29,44041,609,796,6, , ,1.80740673463364
AUT,Europe,Austria,2020-09-30,44813,772,799,3, , ,1.78296476468882
AUT,Europe,Austria,2020-10-01,45686,873,802,3, , ,1.75546119161231
AUT,Europe,Austria,2020-10-02,46374,688,803,1, , ,1.73157372665718
AUT,Europe,Austria,2020-10-03,47432,1058,809,6, , ,1.70559959520998
AUT,Europe,Austria,2020-10-04,48146,714,813,4, , ,1.6886137996926
AUT,Europe,Austria,2020-10-05,48896,750,818,5, , ,1.67293848167539
AUT,Europe,Austria,2020-10-06,49819,923,822,4, , ,1.6499729019049
AUT,Europe,Austria,2020-10-07,50848,1029,830,8, , ,1.6323159219635
AUT,Europe,Austria,2020-10-08,52057,1209,838,8, , ,1.60977390168469
AUT,Europe,Austria,2020-10-09,53188,1131,842,4, , ,1.58306384898849
AUT,Europe,Austria,2020-10-10,54423,1235,852,10, , ,1.56551458023262
AUT,Europe,Austria,2020-10-11,55319,896,851,-1, , ,1.53835029555849
AUT,Europe,Austria,2020-10-12,56298,979,855,4, , ,1.51870403921987
AUT,Europe,Austria,2020-10-13,57326,1028,861,6, , ,1.50193629417716
AUT,Europe,Austria,2020-10-14,58672,1346,872,11, , ,1.48622852467957
AUT,Europe,Austria,2020-10-15,60224,1552,877,5, , ,1.45623007438895
AUT,Europe,Austria,2020-10-16,61387,1163,882,5, , ,1.43678629025689
AUT,Europe,Austria,2020-10-17,63134,1747,889,7, , ,1.40811607058004
AUT,Europe,Austria,2020-10-18,64806,1672,893,4, , ,1.37795883097244
AUT,Europe,Austria,2020-10-19,65927,1121,904,11, , ,1.37121361505908
AUT,Europe,Austria,2020-10-20,67451,1524,914,10, , ,1.35505774562275
AUT,Europe,Austria,2020-10-21,69409,1958,925,11, , ,1.33268019997407
AUT,Europe,Austria,2020-10-22,71844,2435,941,16, , ,1.30978230610768
AUT,Europe,Austria,2020-10-23,74415,2571,954,13, , ,1.28199959685547
AUT,Europe,Austria,2020-10-24,78029,3614,965,11, , ,1.23671968114419
AUT,Europe,Austria,2020-10-25,80811,2782,979,14, , ,1.21146873569192
AUT,Europe,Austria,2020-10-26,83267,2456,992,13, , ,1.19134831325735
AUT,Europe,Austria,2020-10-27,86102,2835,1005,13, , ,1.16722027362895
AUT,Europe,Austria,2020-10-28,89496,3394,1027,22, , ,1.14753732010369
AUT,Europe,Austria,2020-10-29,93949,4453,1056,29, , ,1.12401409275245
AUT,Europe,Austria,2020-10-30,99576,5627,1082,26, , ,1.08660721458986
AUT,Europe,Austria,2020-10-31,104925,5349,1109,27, , ,1.05694543721706
AUT,Europe,Austria,2020-11-01,109881,4956,1130,21, , ,1.02838525313749
AUT,Europe,Austria,2020-11-02,114016,4135,1159,29, , ,1.01652399663205
AUT,Europe,Austria,2020-11-03,118198,4182,1192,33, , ,1.00847730080035
AUT,Europe,Austria,2020-11-04,125099,6901,1227,35, , ,.980823188035076
AUT,Europe,Austria,2020-11-05,132515,7416,1268,41, , ,.956872806852055
AUT,Europe,Austria,2020-11-06,138979,6464,1340,72, , ,.964174443620979
AUT,Europe,Austria,2020-11-07,147220,8241,1377,37, , ,.935334872979215
AUT,Europe,Austria,2020-11-08,153153,5933,1411,34, , ,.921300921300921
AUT,Europe,Austria,2020-11-09,158746,5593,1454,43, , ,.915928590326685
AUT,Europe,Austria,2020-11-10,164866,6120,1499,45, , ,.90922324797108
AUT,Europe,Austria,2020-11-11,172380,7514,1564,65, , ,.907297830374753
AUT,Europe,Austria,2020-11-12,181642,9262,1608,44, , ,.885257814822563
AUT,Europe,Austria,2020-11-13,191228,9586,1661,53, , ,.868596649026293
AUT,Europe,Austria,2020-11-14,198291,7063,1746,85, , ,.880524078248635
AUT,Europe,Austria,2020-11-15,203956,5665,1829,83, , ,.896762046715958
AUT,Europe,Austria,2020-11-16,208613,4657,1887,58, , ,.904545737801575
AUT,Europe,Austria,2020-11-17,214597,5984,1945,58, , ,.906350042172071
AUT,Europe,Austria,2020-11-18,221688,7091,2054,109, , ,.926527371801812
AUT,Europe,Austria,2020-11-19,228683,6995,2116,62, , ,.925298338748399
AUT,Europe,Austria,2020-11-20,235351,6668,2224,108, , ,.944971553127032
AUT,Europe,Austria,2020-11-21,241962,6611,2328,104, , ,.962134550053314
AUT,Europe,Austria,2020-11-22,247188,5226,2388,60, , ,.966066313898733
AUT,Europe,Austria,2020-11-23,250333,3145,2459,71, , ,.98229158760531
AUT,Europe,Austria,2020-11-24,254710,4377,2577,118, , ,1.0117388402497
AUT,Europe,Austria,2020-11-25,260512,5802,2667,90, , ,1.0237532244196
AUT,Europe,Austria,2020-11-26,266038,5526,2773,106, , ,1.04233229839346
AUT,Europe,Austria,2020-11-27,270992,4954,2886,113, , ,1.06497608785499
AUT,Europe,Austria,2020-11-28,275661,4669,3018,132, , ,1.09482298910618
AUT,Europe,Austria,2020-11-29,279708,4047,3105,87, , ,1.11008623278562
AUT,Europe,Austria,2020-11-30,282456,2748,3184,79, , ,1.12725521851191
AUT,Europe,Austria,2020-12-01,285489,3033,3325,141, , ,1.16466834098687
AUT,Europe,Austria,2020-12-02,289461,3972,3446,121, , ,1.19048852867917
AUT,Europe,Austria,2020-12-03,293430,3969,3538,92, , ,1.20573901782367
AUT,Europe,Austria,2020-12-04,297245,3815,3651,113, , ,1.22827970192939
AUT,Europe,Austria,2020-12-05,300689,3444,3757,106, , ,1.24946373162969
AUT,Europe,Austria,2020-12-06,303430,2741,3840,83, , ,1.26553076492107
AUT,Europe,Austria,2020-12-07,305693,2263,3897,57, , ,1.27480838619138
AUT,Europe,Austria,2020-12-08,308070,2377,4002,105, , ,1.29905540948486
AUT,Europe,Austria,2020-12-09,311002,2932,4056,54, , ,1.30417167735256
AUT,Europe,Austria,2020-12-10,313688,2686,4163,107, , ,1.32711484022341
AUT,Europe,Austria,2020-12-11,316581,2893,4289,126, , ,1.35478755831841
AUT,Europe,Austria,2020-12-12,319822,3241,4415,126, , ,1.38045537830418
AUT,Europe,Austria,2020-12-13,322463,2641,4473,58, , ,1.38713588845852
AUT,Europe,Austria,2020-12-14,325051,2588,4530,57, , ,1.3936274615368
AUT,Europe,Austria,2020-12-15,327679,2628,4648,118, , ,1.41846136005054
AUT,Europe,Austria,2020-12-16,330343,2664,4764,116, , ,1.4421374147477
AUT,Europe,Austria,2020-12-17,332828,2485,4982,218, , ,1.49686925378874
AUT,Europe,Austria,2020-12-18,334913,2085,5127,145, , ,1.53084532400952
AUT,Europe,Austria,2020-12-19,337209,2296,5209,82, , ,1.54473931597318
AUT,Europe,Austria,2020-12-20,338854,1645,5351,142, , ,1.57914618095109
AUT,Europe,Austria,2020-12-21,340373,1519,5435,84, , ,1.59677765275154
AUT,Europe,Austria,2020-12-22,342226,1853,5540,105, , ,1.61881329881423
AUT,Europe,Austria,2020-12-23,344357,2131,5654,114, , ,1.64190070188787
AUT,Europe,Austria,2020-12-24,347204,2847,5745,91, , ,1.65464683586595
AUT,Europe,Austria,2020-12-25,349055,1851,5783,38, , ,1.65675896348713
AUT,Europe,Austria,2020-12-26,350484,1429,5843,60, , ,1.66712317823353
AUT,Europe,Austria,2020-12-27,351892,1408,5881,38,.01,.01,1.6712514066816
