"Location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GHSI","GDP","WGI","Obesity","Vaccinationph"
"Austria",83,0.0163449676393549,72913.7532857143,401,19.202,106.749,7178.14014285714,58.5,45436.686,1.38,29,105.247142857143
"Austria",84,0.016298138533674,73146.5405,526,19.202,106.749,7370.7055,58.5,45436.686,1.38,29,107.55
"Azerbaijan",75,0.0147342121312943,32969.0203333333,153.333333333333,6.018,119.309,347.5,34.2,15847.419,-1.5,19.9,23.3366666666667
"Azerbaijan",76,0.0147652555591793,33017.7047142857,82.2857142857143,6.018,119.309,351.734428571429,34.2,15847.419,-1.5,19.9,25.2842857142857
"Azerbaijan",77,0.0147831692220931,33060.6215714286,49.5714285714286,6.018,119.309,357.416714285714,34.2,15847.419,-1.5,19.9,27.5157142857143
"Azerbaijan",78,0.0147910412938031,33092.563,48.1428571428571,6.018,119.309,363.238857142857,34.2,15847.419,-1.5,19.9,29.8416666666667
"Azerbaijan",79,0.0147972855273638,33130.0128571429,63.7142857142857,6.018,119.309,368.388,34.2,15847.419,-1.5,19.9,33.4485714285714
"Azerbaijan",80,0.0147941030715237,33187.6252857143,95.1428571428571,6.018,119.309,374.280428571429,34.2,15847.419,-1.5,19.9,37.6585714285714
"Azerbaijan",81,0.0147800411051571,33272.586,144.714285714286,6.018,119.309,380.639285714286,34.2,15847.419,-1.5,19.9,40.7228571428571
"Azerbaijan",82,0.0147480456052282,33397.3354285714,210.428571428571,6.018,119.309,385.53025,34.2,15847.419,-1.5,19.9,43.0042857142857
"Azerbaijan",83,0.0146921475425446,33625.221,467.714285714286,6.018,119.309,390.775,34.2,15847.419,-1.5,19.9,45.68
"Azerbaijan",84,0.0146201707335083,33881.7015,650.5,6.018,119.309,395.897,34.2,15847.419,-1.5,19.9,48.615
"Bahrain",75,0.00420854532821722,143821.762666667,2042.33333333333,2.372,1935.907,2737.889,39.4,43290.705,-1.41,29.8,104.21
"Bahrain",76,0.00449557310612997,148278.984857143,1328,2.372,1935.907,2779.35414285714,39.4,43290.705,-1.41,29.8,107.99
"Bahrain",77,0.00475502375742697,152447.624428571,792.428571428571,2.372,1935.907,2831.57414285714,39.4,43290.705,-1.41,29.8,111.534285714286
"Bahrain",78,0.00498682188553245,154713.329857143,414.857142857143,2.372,1935.907,2886.41814285714,39.4,43290.705,-1.41,29.8,114.998571428571
"Bahrain",79,0.00507302593522888,155977.194714286,224.285714285714,2.372,1935.907,2939.67114285714,39.4,43290.705,-1.41,29.8,122.018571428571
"Bahrain",80,0.00511358368167617,156644.892,134.857142857143,2.372,1935.907,2990.722,39.4,43290.705,-1.41,29.8,126.552857142857
"Bahrain",81,0.00515174560370789,157098.251571429,100,2.372,1935.907,3040.95785714286,39.4,43290.705,-1.41,29.8,129.381428571429
"Bahrain",82,0.00515061650993337,157475.043571429,86.5714285714286,2.372,1935.907,3088.19075,39.4,43290.705,-1.41,29.8,131.897142857143
"Bahrain",83,0.00514712112200809,157875.594857143,107,2.372,1935.907,3144.1885,39.4,43290.705,-1.41,29.8,133.87
"Bahrain",84,0.00514243906794322,158166.2485,106,2.372,1935.907,3185.611,39.4,43290.705,-1.41,29.8,135.255
"Bangladesh",75,0.0157831109890337,4883.08766666667,1813.33333333333,5.098,1265.036,36.2803333333333,35,3523.984,-0.73,3.6,6.075
"Bangladesh",76,0.0158250376286234,4939.712,2059.28571428571,5.098,1265.036,36.7961428571429,35,3523.984,-0.73,3.6,6.098
"Bangladesh",77,0.0158603870787084,5044.86857142857,2956,5.098,1265.036,37.5792857142857,35,3523.984,-0.73,3.6,6.1175
"Bangladesh",78,0.0158941276055977,5206.27785714286,4549.71428571429,5.098,1265.036,38.5245714285714,35,3523.984,-0.73,3.6,6.12666666666667
"Bangladesh",79,0.0159098466416536,5453.01071428571,6946.28571428571,5.098,1265.036,39.7192857142857,35,3523.984,-0.73,3.6,6.13
"Bangladesh",80,0.0159358038834853,5811.19,9665.71428571429,5.098,1265.036,41.0558571428571,35,3523.984,-0.73,3.6,6.14
"Bangladesh",81,0.0160697914921571,6284.09928571429,11793.5714285714,5.098,1265.036,42.5522857142857,35,3523.984,-0.73,3.6,6.14
"Bangladesh",82,0.0162305834900893,6768.78042857143,9775.14285714286,5.098,1265.036,44.1401428571429,35,3523.984,-0.73,3.6,6.205
"Bangladesh",83,0.0165216411460261,7179.192,12293.2857142857,5.098,1265.036,45.6178571428571,35,3523.984,-0.73,3.6,6.44333333333333
"Bangladesh",84,0.016529474186586,7558.4685,11615.5,5.098,1265.036,46.72,35,3523.984,-0.73,3.6,7.465
"Belarus",75,0.00725122937653645,41905.4446666667,810,14.799,46.858,674.992,35.3,17167.967,-1.35,24.5,NA
"Belarus",76,0.00729159025303682,42375.3198571429,850,14.799,46.858,681.364,35.3,17167.967,-1.35,24.5,9.79
"Belarus",77,0.00735196742408007,42993.8374285714,828.857142857143,14.799,46.858,692.768666666667,35.3,17167.967,-1.35,24.5,11.36
"Belarus",78,0.00742569928210157,43515.6738571429,645.428571428571,14.799,46.858,705.984,35.3,17167.967,-1.35,24.5,NA
"Belarus",79,0.00750779780442321,44016.4202857143,724.714285714286,14.799,46.858,718.5005,35.3,17167.967,-1.35,24.5,NA
"Belarus",80,0.00757057934499517,44653.9114285714,906,14.799,46.858,730.1765,35.3,17167.967,-1.35,24.5,NA
"Belarus",81,0.00762293751308237,45348.761,936.857142857143,14.799,46.858,742.789,35.3,17167.967,-1.35,24.5,NA
"Belarus",82,0.00766679062137858,46035.9307142857,936,14.799,46.858,751.499,35.3,17167.967,-1.35,24.5,21.1
"Belarus",83,0.00771350354660834,46703.8094285714,885.714285714286,14.799,46.858,763.426666666667,35.3,17167.967,-1.35,24.5,23.23
"Belarus",84,0.00774221909713598,47150.9015,1088,14.799,46.858,NA,35.3,17167.967,-1.35,24.5,NA
"Belgium",75,0.0234510168665186,91916.0163333333,1652,18.571,375.564,1221.61066666667,61,42658.576,1.4,22.1,61.5766666666667
"Belgium",76,0.0233713591205246,92448.3974285714,1035.28571428571,18.571,375.564,1239.85085714286,61,42658.576,1.4,22.1,67.7957142857143
"Belgium",77,0.0233074863491767,92900.4772857143,578.142857142857,18.571,375.564,1263.81014285714,61,42658.576,1.4,22.1,76.9585714285714
"Belgium",78,0.023278469203805,93179.3968571429,522.428571428571,18.571,375.564,1287.35928571429,61,42658.576,1.4,22.1,85.4914285714286
"Belgium",79,0.0232217555250582,93513.1684285714,568.142857142857,18.571,375.564,1315.26428571429,61,42658.576,1.4,22.1,93.1742857142857
"Belgium",80,0.0231389265358362,93933.3971428571,941.714285714286,18.571,375.564,1353.23557142857,61,42658.576,1.4,22.1,99.56
"Belgium",81,0.0229742272973853,94655.4962857143,1370.28571428571,18.571,375.564,1390.93357142857,61,42658.576,1.4,22.1,107.008571428571
"Belgium",82,0.0227811213516915,95491.3678571429,1441.71428571429,18.571,375.564,1433.60971428571,61,42658.576,1.4,22.1,113.85
"Belgium",83,0.0225813525895281,96389.9555714286,1541.42857142857,18.571,375.564,1469.03257142857,61,42658.576,1.4,22.1,120.834285714286
"Belgium",84,0.0224421297839897,97045.062,882,18.571,375.564,1491.3655,61,42658.576,1.4,22.1,125.615
"Benin",75,0.0125918014955787,665.996,8,3.244,99.11,NA,28.8,2064.236,0.27,9.6,NA
"Benin",76,0.0126086321405059,667.292285714286,3.85714285714286,3.244,99.11,NA,28.8,2064.236,0.27,9.6,0.22
"Benin",77,0.0126107361956419,669.978857142857,4.42857142857143,3.244,99.11,NA,28.8,2064.236,0.27,9.6,NA
"Benin",78,0.0126861064437564,672.500714285714,4.28571428571429,3.244,99.11,NA,28.8,2064.236,0.27,9.6,NA
"Benin",79,0.0127102019721399,674.940142857143,4.14285714285714,3.244,99.11,NA,28.8,2064.236,0.27,9.6,0.38
"Benin",80,0.0127068680880078,676.966714285714,4,3.244,99.11,NA,28.8,2064.236,0.27,9.6,NA
"Benin",81,0.0128246489670664,679.016857142857,2.42857142857143,3.244,99.11,NA,28.8,2064.236,0.27,9.6,0.43
"Benin",82,0.0129613164248637,680.961714285714,11.4285714285714,3.244,99.11,NA,28.8,2064.236,0.27,9.6,NA
"Benin",83,0.0128578072589876,688.267714285714,10,3.244,99.11,NA,28.8,2064.236,0.27,9.6,0.48
"Benin",84,0.0128663330950679,692.392,0,3.244,99.11,NA,28.8,2064.236,0.27,9.6,NA
"Bolivia",75,0.0390073548269666,32359.5816666667,3059.33333333333,6.704,10.202,129.35,35.8,6885.829,-0.04,20.2,15.06
"Bolivia",76,0.0386921645067217,33404.3788571429,2798.57142857143,6.704,10.202,134.313285714286,35.8,6885.829,-0.04,20.2,15.914
"Bolivia",77,0.0382049968612213,35060.541,2449.71428571429,6.704,10.202,142.3774,35.8,6885.829,-0.04,20.2,17.9975
"Bolivia",78,0.0382340106378528,36266.9731428571,1711.85714285714,6.704,10.202,149.5776,35.8,6885.829,-0.04,20.2,18.905
"Bolivia",79,0.0381832732630968,37356.0648571429,1729.71428571429,6.704,10.202,155.239857142857,35.8,6885.829,-0.04,20.2,21.8366666666667
"Bolivia",80,0.0380319856545886,38274.164,1419.71428571429,6.704,10.202,161.160142857143,35.8,6885.829,-0.04,20.2,23.6225
"Bolivia",81,0.0378782942940348,39011.8475714286,1193.57142857143,6.704,10.202,166.3736,35.8,6885.829,-0.04,20.2,26.71
"Bolivia",82,0.0377459860435296,39668.5628571429,962.714285714286,6.704,10.202,171.563285714286,35.8,6885.829,-0.04,20.2,31
"Bolivia",83,0.0376874146323228,40203.4835714286,805.714285714286,6.704,10.202,175.998,35.8,6885.829,-0.04,20.2,36.3766666666667
"Bolivia",84,0.0376587949064716,40497.8005,774,6.704,10.202,178.9885,35.8,6885.829,-0.04,20.2,38.45
"Bosnia and Herzegovina",75,0.0455578844053179,62232.1993333333,80,16.569,68.496,299.487333333333,42.8,11713.895,-0.24,17.9,NA
"Bosnia and Herzegovina",76,0.0460793200014591,62304.0314285714,45,16.569,68.496,302.9396,42.8,11713.895,-0.24,17.9,NA
"Bosnia and Herzegovina",77,0.0465561134845212,62383.3234285714,32,16.569,68.496,306.7706,42.8,11713.895,-0.24,17.9,9.63
"Bosnia and Herzegovina",78,0.0470595455186035,62442.4115714286,20.7142857142857,16.569,68.496,310.319,42.8,11713.895,-0.24,17.9,NA
"Bosnia and Herzegovina",79,0.0471243643212108,62479.4231428571,13.7142857142857,16.569,68.496,313.496,42.8,11713.895,-0.24,17.9,13.91
"Bosnia and Herzegovina",80,0.0471452886411408,62498.8,2.14285714285714,16.569,68.496,316.440333333333,42.8,11713.895,-0.24,17.9,14.33
"Bosnia and Herzegovina",81,0.0470904221173298,62538.3368571429,31.4285714285714,16.569,68.496,319.1368,42.8,11713.895,-0.24,17.9,NA
"Bosnia and Herzegovina",82,0.0470903539291706,62581.8802857143,16.7142857142857,16.569,68.496,321.7754,42.8,11713.895,-0.24,17.9,18.64
"Bosnia and Herzegovina",83,0.0471061267918648,62634.8722857143,32.2857142857143,16.569,68.496,324.9898,42.8,11713.895,-0.24,17.9,NA
"Bosnia and Herzegovina",84,0.0471031582018429,62684.12,22.5,16.569,68.496,326.641,42.8,11713.895,-0.24,17.9,NA
"Botswana",75,0.0154308277785554,23552.933,414.666666666667,3.941,4.044,NA,31.1,15807.374,0.47,18.9,NA
"Botswana",76,0.0152826675346268,24446.0744285714,466.142857142857,3.941,4.044,NA,31.1,15807.374,0.47,18.9,6.38
"Botswana",77,0.0150366232384239,25882.285,538.142857142857,3.941,4.044,NA,31.1,15807.374,0.47,18.9,7.41
"Botswana",78,0.0156491310003048,27619.6247142857,606.428571428571,3.941,4.044,NA,31.1,15807.374,0.47,18.9,8.935
"Botswana",79,0.0161881238819894,29338.9222857143,564.428571428571,3.941,4.044,NA,31.1,15807.374,0.47,18.9,10.46
