"","location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GDP","Vaccinationph","SI","GHSI","WGI","ï..iso_code","continent","Obesity_rate","Vaccinationph2"
"171","Democratic Republic of Congo",4,0.0299982146028465,237.658714285714,132,3.02,35.879,NA,808.133,NA,36.11,26.5,-1.51,"COD","Africa",6.7,0
"172","Democratic Republic of Congo",3,0.0302421181629636,227.415,131.285714285714,3.02,35.879,NA,808.133,NA,28.1742857142857,26.5,-1.51,"COD","Africa",6.7,0
"173","Democratic Republic of Congo",5,0.0295890338445194,244.755,149.666666666667,3.02,35.879,NA,808.133,NA,36.11,26.5,-1.51,"COD","Africa",6.7,0
"174","Democratic Republic of Congo",2,0.0266969514260099,404.917142857143,409.142857142857,3.02,35.879,NA,808.133,NA,25,26.5,-1.51,"COD","Africa",6.7,0
"175","Democratic Republic of Congo",1,0.0244027425394293,513.0497,573.9,3.02,35.879,NA,808.133,0.37,31.13375,26.5,-1.51,"COD","Africa",6.7,0
"176","Denmark",2,0.00728395346187621,71474.5987142857,5961.28571428571,19.677,136.52,1970.8856,46682.515,217.23,64.5066666666667,70.4,1.61,"DNK","Europe",19.7,0
"177","Denmark",4,0.0102827529755862,33583.5195714286,706.142857142857,19.677,136.52,2200.83742857143,46682.515,NA,70.37,70.4,1.61,"DNK","Europe",19.7,0
"178","Denmark",5,0.0106270688835293,34073.062,421.333333333333,19.677,136.52,2297.54566666667,46682.515,NA,70.37,70.4,1.61,"DNK","Europe",19.7,0
"179","Denmark",3,0.0095283603778048,32656.4095714286,1015.14285714286,19.677,136.52,2069.53042857143,46682.515,NA,70.37,70.4,1.61,"DNK","Europe",19.7,0
"180","Denmark",1,0.00598793419250841,87709.2914,10029.6,19.677,136.52,5569.0752,46682.515,211.246666666667,46.668,70.4,1.61,"DNK","Europe",19.7,0
"181","Djibouti",4,0.0103733966651429,5908.73285714286,1.85714285714286,4.213,41.285,NA,2705.406,NA,37.96,23.2,-1.35,"DJI","Africa",13.5,0
"182","Djibouti",3,0.0103252395359932,5894.90614285714,2.28571428571429,4.213,41.285,NA,2705.406,NA,37.96,23.2,-1.35,"DJI","Africa",13.5,0
"183","Djibouti",5,0.0105097417494434,5917.998,1,4.213,41.285,NA,2705.406,NA,37.96,23.2,-1.35,"DJI","Africa",13.5,0
"184","Djibouti",2,0.0111645151228874,8288.93228571429,38.8571428571429,4.213,41.285,NA,2705.406,NA,39.072,23.2,-1.35,"DJI","Africa",13.5,0
"185","Djibouti",1,0.0120979665708229,9769.2369,20.6,4.213,41.285,NA,2705.406,NA,44.445,23.2,-1.35,"DJI","Africa",13.5,0
"186","Dominican Republic",4,0.0124244324937431,18716.8087142857,1276.85714285714,6.981,222.873,92.5675714285714,14600.861,NA,70.37,38.3,0.14,"DOM","North America",27.6,0
"187","Dominican Republic",3,0.0125958983068324,17773.2021428571,1740.71428571429,6.981,222.873,88.3292857142857,14600.861,NA,70.37,38.3,0.14,"DOM","North America",27.6,0
"188","Dominican Republic",5,0.0124611295589173,19385.3576666667,1816.66666666667,6.981,222.873,95.706,14600.861,NA,70.37,38.3,0.14,"DOM","North America",27.6,0
"189","Dominican Republic",2,0.0119934624624964,24199.0981428571,2668.71428571429,6.981,222.873,84.5934,14600.861,129.83,70.37,38.3,0.14,"DOM","North America",27.6,0
"190","Dominican Republic",1,0.0119413481035202,27375.6006,1999.6,6.981,222.873,80.719,14600.861,128.868,57.5225,38.3,0.14,"DOM","North America",27.6,0
"191","Ecuador",3,0.0619400222174545,12968.2227142857,1455.28571428571,7.104,66.939,42.9528571428571,10581.936,0.01,69.44,50.1,0.03,"ECU","South America",19.9,0
"192","Ecuador",1,0.0632861923266076,21422.213,735.4,7.104,66.939,81.3688888888889,10581.936,154.806,64.768,50.1,0.03,"ECU","South America",19.9,0
"193","Ecuador",4,0.0606928529021217,13495.7614285714,1401.57142857143,7.104,66.939,44.7941428571429,10581.936,0.0285714285714286,69.44,50.1,0.03,"ECU","South America",19.9,0
"194","Ecuador",2,0.0626826727981978,17851.5587142857,1130.6,7.104,66.939,41.3196,10581.936,NA,67.5116666666667,50.1,0.03,"ECU","South America",19.9,0
"195","Ecuador",5,0.0595665064299749,13925.0556666667,1609.33333333333,7.104,66.939,46.3826666666667,10581.936,0.04,69.44,50.1,0.03,"ECU","South America",19.9,0
"196","Egypt",1,0.0555738251861496,2541.8468,1040,5.159,97.999,NA,10550.206,55.14,54.63,39.9,-1.28,"EGY","Africa",32,0
"197","Egypt",3,0.0549345855915561,1508.13714285714,853.428571428571,5.159,97.999,NA,10550.206,NA,59.3914285714286,39.9,-1.28,"EGY","Africa",32,0
"198","Egypt",5,0.0560129663645319,1586.572,556.333333333333,5.159,97.999,NA,10550.206,0,54.63,39.9,-1.28,"EGY","Africa",32,0
"199","Egypt",4,0.0554710621678025,1558.05428571429,652.428571428571,5.159,97.999,NA,10550.206,0,54.63,39.9,-1.28,"EGY","Africa",32,0
"200","Egypt",2,0.0550458646333076,2120.11271428571,975,5.159,97.999,NA,10550.206,NA,62.0366666666667,39.9,-1.28,"EGY","Africa",32,0
"201","El Salvador",2,0.0296514346777664,10803.099,290.333333333333,8.273,307.811,99.4462,7292.458,NA,43.98,44.2,0.04,"SLV","North America",24.6,0
"202","El Salvador",5,0.0294863385221172,8395.43866666667,241.666666666667,8.273,307.811,106.254,7292.458,NA,46.3,44.2,0.04,"SLV","North America",24.6,0
"203","El Salvador",4,0.029375140816023,8202.71971428571,264.714285714286,8.273,307.811,104.313428571429,7292.458,NA,46.6942857142857,44.2,0.04,"SLV","North America",24.6,0
"204","El Salvador",1,0.0300616383142737,12957.6129,123.1,8.273,307.811,96.2725,7292.458,148.06,37.5,44.2,0.04,"SLV","North America",24.6,0
"205","El Salvador",3,0.0291428157996236,7890.70671428571,318.714285714286,8.273,307.811,101.693142857143,7292.458,NA,47.22,44.2,0.04,"SLV","North America",24.6,0
"206","Equatorial Guinea",2,0.014985339834258,5542.78114285714,82.8333333333333,2.846,45.194,187.216,22604.873,NA,NA,16.2,-1.86,"GNQ","Africa",8,0
"207","Equatorial Guinea",5,0.0155910079767948,3804.424,8,2.846,45.194,NA,22604.873,NA,NA,16.2,-1.86,"GNQ","Africa",8,0
"208","Equatorial Guinea",3,0.0160586266259382,3693.67671428571,7,2.846,45.194,NA,22604.873,NA,NA,16.2,-1.86,"GNQ","Africa",8,0
"209","Equatorial Guinea",1,0.0145142669807155,6559.4585,16.8,2.846,45.194,185.029,22604.873,NA,NA,16.2,-1.86,"GNQ","Africa",8,0
"210","Equatorial Guinea",4,0.015803385685364,3753.48428571429,18.1428571428571,2.846,45.194,NA,22604.873,NA,NA,16.2,-1.86,"GNQ","Africa",8,0
"211","Eritrea",4,0.00330514598499363,551.760142857143,24.5714285714286,3.607,44.304,NA,1510.459,NA,89.81,22.4,-2.18," "," ",5,0
"212","Eritrea",5,0.00327868852459016,592.815,16.6666666666667,3.607,44.304,NA,1510.459,NA,89.81,22.4,-2.18," "," ",5,0
"213","Eritrea",3,0.00318010681341433,523.914,15.4285714285714,3.607,44.304,NA,1510.459,NA,89.81,22.4,-2.18," "," ",5,0
"214","Eritrea",1,0.0058588477348154,1308.1631,19.3,3.607,44.304,NA,1510.459,NA,73.145,22.4,-2.18," "," ",5,0
"215","Eritrea",2,0.00544415481520201,995.111714285714,67.5714285714286,3.607,44.304,NA,1510.459,NA,80.2871428571429,22.4,-2.18," "," ",5,0
"216","Estonia",2,0.00831248871079249,73477.5528571429,824.285714285714,19.452,31.033,525.0462,29481.252,33.6242857142857,51.112,57,1.21,"EST","Europe",21.2,0
"217","Estonia",4,0.00932052127567835,30995.9255714286,492,19.452,31.033,571.933,29481.252,2.14142857142857,44.44,57,1.21,"EST","Europe",21.2,0
"218","Estonia",5,0.00943640299703178,33026.2573333333,517.333333333333,19.452,31.033,590.671666666667,29481.252,2.86,42.59,57,1.21,"EST","Europe",21.2,0
"219","Estonia",1,0.00818818320415037,102978.7472,677.3,19.452,31.033,1210.3231,29481.252,57.448,49.4742857142857,57,1.21,"EST","Europe",21.2,0
"220","Estonia",3,0.00890103230999025,28341.7468571429,513,19.452,31.033,546.150142857143,29481.252,1.5,40.97,57,1.21,"EST","Europe",21.2,0
"221","Ethiopia",3,0.0154936557108937,1114.88114285714,343.428571428571,3.526,104.957,16.0408571428571,1729.927,NA,51.85,40.6,-1.16,"ETH","Africa",4.5,0
"222","Ethiopia",4,0.0154406925203262,1138.34414285714,466.857142857143,3.526,104.957,16.3307142857143,1729.927,NA,51.85,40.6,-1.16,"ETH","Africa",4.5,0
"223","Ethiopia",2,0.0155895351911284,1866.72442857143,962,3.526,104.957,15.7782,1729.927,9.3,48.6757142857143,40.6,-1.16,"ETH","Africa",4.5,0
"224","Ethiopia",5,0.0152567262703094,1162.33766666667,685.333333333333,3.526,104.957,16.5916666666667,1729.927,NA,51.85,40.6,-1.16,"ETH","Africa",4.5,0
"225","Ethiopia",1,0.0158695385930221,2355.5792,1822.1,3.526,104.957,15.4124,1729.927,9.282,46.295,40.6,-1.16,"ETH","Africa",4.5,0
"226","Finland",2,0.0124037073076808,22214.5654285714,4899.14285714286,21.228,18.136,472.968,40585.721,181.87,49.3783333333333,68.7,1.61,"FIN","Europe",22.2,0
"227","Finland",1,0.0105791742244702,28013.5342,3044.1,21.228,18.136,1019.2118,40585.721,140.002,43.515,68.7,1.61,"FIN","Europe",22.2,0
"228","Finland",3,0.0153258792467384,7320.23128571429,281.714285714286,21.228,18.136,484.908285714286,40585.721,1.12,52.31,68.7,1.61,"FIN","Europe",22.2,0
"229","Finland",4,0.0152021126605313,7733.96971428571,353.428571428571,21.228,18.136,502.315714285714,40585.721,2.17,52.31,68.7,1.61,"FIN","Europe",22.2,0
"230","Finland",5,0.0149661912951132,4040.65266666667,200,21.228,18.136,516.223,40585.721,3.19,28.935,68.7,1.61,"FIN","Europe",22.2,0
"231","France",2,0.0200756215546524,82915.4705714286,78101.4285714286,19.718,122.578,577.067,38605.671,32.1466666666667,63.89,68.2,1.18,"FRA","Europe",21.6,0
"232","France",5,0.0235813230473129,23856.8815,11097.8333333333,19.718,122.578,656.584333333333,38605.671,2.52666666666667,34.725,68.2,1.18,"FRA","Europe",21.6,0
"233","France",1,0.0180340317160097,97858.0701,100908.5,19.718,122.578,1743.0883,38605.671,92.508,68.055,68.2,1.18,"FRA","Europe",21.6,0
"234","France",3,0.0238904058665741,44003.8032857143,19489,19.718,122.578,602.622285714286,38605.671,0.915714285714286,63.89,68.2,1.18,"FRA","Europe",21.6,0
"235","France",4,0.0236918022424497,26894.89325,11903.0833333333,19.718,122.578,633.196142857143,38605.671,1.88714285714286,39.5858333333333,68.2,1.18,"FRA","Europe",21.6,0
"236","Gabon",5,0.00632675846669148,4716.457,70.6666666666667,4.45,7.859,NA,16562.413,NA,65.74,20,-0.95,"GAB","Africa",15,0
"237","Gabon",1,0.00679873827720246,11384.7504,87.6,4.45,7.859,638.626,16562.413,NA,56.71375,20,-0.95,"GAB","Africa",15,0
"238","Gabon",2,0.00672708798265227,8627.86471428571,99.1666666666667,4.45,7.859,NA,16562.413,NA,65.74,20,-0.95,"GAB","Africa",15,0
"239","Gabon",4,0.00647649432393341,4559.23357142857,59.4285714285714,4.45,7.859,NA,16562.413,NA,65.74,20,-0.95,"GAB","Africa",15,0
"240","Gabon",3,0.00660292374694344,4386.65142857143,43,4.45,7.859,NA,16562.413,NA,65.74,20,-0.95,"GAB","Africa",15,0
"241","Gambia",1,0.0330611552005123,2825.7251,22.1,2.339,207.566,NA,1561.767,NA,29.63,34.2,-0.2,"GMB","Africa",10.3,0
"242","Gambia",2,0.0320457521931213,2371.36242857143,54.5714285714286,2.339,207.566,NA,1561.767,NA,36.3757142857143,34.2,-0.2,"GMB","Africa",10.3,0
"243","Gambia",3,0.0325167104348009,1577.55728571429,8.14285714285714,2.339,207.566,NA,1561.767,NA,45.37,34.2,-0.2,"GMB","Africa",10.3,0
"244","Gambia",4,0.032063223140582,1605.30214285714,9.85714285714286,2.339,207.566,NA,1561.767,NA,45.37,34.2,-0.2,"GMB","Africa",10.3,0
"245","Gambia",5,0.031480135209426,1635.07666666667,23.6666666666667,2.339,207.566,NA,1561.767,NA,45.37,34.2,-0.2,"GMB","Africa",10.3,0
"246","Georgia",3,0.011878809085284,62422.9428571429,922.714285714286,14.864,65.032,NA,9745.079,NA,82.6714285714286,52,0.25,"GEO","Asia",21.7,0
"247","Georgia",5,0.0122751108265214,64718.8503333333,608,14.864,65.032,NA,9745.079,NA,82.7133333333333,52,0.25,"GEO","Asia",21.7,0
"248","Georgia",1,0.0130704922648787,146968.7342,1552.7,14.864,65.032,NA,9745.079,63.53,73.4142857142857,52,0.25,"GEO","Asia",21.7,0
"249","Georgia",2,0.0125486365009102,112700.361857143,2137.85714285714,14.864,65.032,NA,9745.079,64.62,84.26,52,0.25,"GEO","Asia",21.7,0
"250","Georgia",4,0.0120949196206964,63856.9442857143,745.142857142857,14.864,65.032,NA,9745.079,NA,81.48,52,0.25,"GEO","Asia",21.7,0
"251","Germany",4,0.0246926530165876,20002.0941111111,9519,21.453,237.016,471.499,45229.245,2.39714285714286,66.0477777777778,66,1.42,"DEU","Europe",22.3,0
"252","Germany",2,0.0198689860960163,42752.99,31951.7142857143,21.453,237.016,443.972,45229.245,53.5057142857143,83.33,66,1.42,"DEU","Europe",22.3,0
"253","Germany",1,0.0175904525442547,53996.3846,26249.5,21.453,237.016,770.8665,45229.245,90.059,82.966,66,1.42,"DEU","Europe",22.3,0
"254","Germany",3,0.0232550847498698,24609.2812857143,13380,21.453,237.016,458.176,45229.245,1.61285714285714,83.33,66,1.42,"DEU","Europe",22.3,0
"255","Germany",5,0.0256162272910016,13225.9411666667,5183,21.453,237.016,485.277,45229.245,2.95333333333333,44.445,66,1.42,"DEU","Europe",22.3,0
"256","Ghana",2,0.00678478217026848,2642.07671428571,429.666666666667,3.385,126.719,22.182,4227.63,NA,38.89,35.5,0.58,"GHA","Africa",10.9,0
"257","Ghana",1,0.007509393611533,3170.1244,549,3.385,126.719,32.97775,4227.63,NA,38.89,35.5,0.58,"GHA","Africa",10.9,0
"258","Ghana",5,0.00616768139818067,2062.26333333333,1042.33333333333,3.385,126.719,24.6883333333333,4227.63,NA,38.89,35.5,0.58,"GHA","Africa",10.9,0
"259","Ghana",3,0.00604988416944053,1828.17428571429,357,3.385,126.719,22.8892857142857,4227.63,NA,35.19,35.5,0.58,"GHA","Africa",10.9,0
"260","Ghana",4,0.00602827348154197,1941.66885714286,629,3.385,126.719,23.9235,4227.63,NA,37.3042857142857,35.5,0.58,"GHA","Africa",10.9,0
"261","Greece",3,0.0368421371105171,14376.6472857143,456.571428571429,20.396,83.479,368.559285714286,24574.382,0.92,70.49,53.8,0.86,"GRC","Europe",24.9,0
"262","Greece",4,0.0371263546912268,14728.0202857143,616.714285714286,20.396,83.479,385.913571428571,24574.382,1.82,80.56,53.8,0.86,"GRC","Europe",24.9,0
"263","Greece",2,0.0300270855157083,52806.5695714286,9084.14285714286,20.396,83.479,1105.61366666667,24574.382,49.8885714285714,80.7133333333333,53.8,0.86,"GRC","Europe",24.9,0
"264","Greece",5,0.0369617807735361,15077.924,720.333333333333,20.396,83.479,401.312666666667,24574.382,2.53,80.56,53.8,0.86,"GRC","Europe",24.9,0
"265","Greece",1,0.0257466422071663,69701.4787,18005.9,20.396,83.479,2491.3538,24574.382,84.064,81.02,53.8,0.86,"GRC","Europe",24.9,0
"266","Guatemala",5,0.0353132322523197,8711.62466666667,636.333333333333,4.694,157.834,41.4283333333333,7423.808,NA,51.39,32.7,-0.34,"GTM","North America",21.2,0
"267","Guatemala",1,0.0302347164534631,21045.2536,477.8,4.694,157.834,107.0691,7423.808,62.258,55.275,32.7,-0.34,"GTM","North America",21.2,0
"268","Guatemala",2,0.0322419396690367,15691.7221428571,895.571428571429,4.694,157.834,35.7892,7423.808,64.96,52.3133333333333,32.7,-0.34,"GTM","North America",21.2,0
"269","Guatemala",3,0.0352734127388105,8205.05357142857,779.714285714286,4.694,157.834,37.4377142857143,7423.808,NA,59.72,32.7,-0.34,"GTM","North America",21.2,0
"270","Guatemala",4,0.0353471784818337,8493.51742857143,742.857142857143,4.694,157.834,39.5797142857143,7423.808,NA,59.72,32.7,-0.34,"GTM","North America",21.2,0
"271","Guinea",3,0.00572205778095073,1048.80728571429,26.4285714285714,3.135,51.755,NA,1998.926,NA,49.07,32.7,-0.75,"GIN","Africa",7.7,0
"272","Guinea",2,0.00742973425327387,1477.276,41.1428571428571,3.135,51.755,NA,1998.926,NA,50.9233333333333,32.7,-0.75,"GIN","Africa",7.7,0
"273","Guinea",1,0.00888725312980703,1729.3094,150,3.135,51.755,NA,1998.926,24.646,51.298,32.7,-0.75,"GIN","Africa",7.7,0
"274","Guinea",5,0.00565885864954254,1073.60266666667,37,3.135,51.755,NA,1998.926,NA,47.69,32.7,-0.75,"GIN","Africa",7.7,0
"275","Guinea",4,0.00567134305486131,1063.76271428571,28.4285714285714,3.135,51.755,NA,1998.926,NA,48.4785714285714,32.7,-0.75,"GIN","Africa",7.7,0
"276","Guinea-Bissau",4,0.0178170189924122,1253.15142857143,3.14285714285714,3.002,66.191,NA,1548.675,NA,NA,20,-0.67," "," ",9.5,0
"277","Guinea-Bissau",5,0.017543102052273,1273.13933333333,34,3.002,66.191,NA,1548.675,NA,NA,20,-0.67," "," ",9.5,0
"278","Guinea-Bissau",3,0.0179964768621396,1240.677,4.57142857142857,3.002,66.191,NA,1548.675,NA,NA,20,-0.67," "," ",9.5,0
"279","Guinea-Bissau",1,0.0206268516675403,2221.8419,5,3.002,66.191,NA,1548.675,20.55,NA,20,-0.67," "," ",9.5,0
"280","Guinea-Bissau",2,0.0192751266824321,1835.56942857143,17.5714285714286,3.002,66.191,NA,1548.675,NA,NA,20,-0.67," "," ",9.5,0
"281","Haiti",1,0.0264477154977747,1567.007,40.2,4.8,398.448,13.278,1653.173,1.73,28.7,31.5,-0.75,"HTI","North America",22.7,0
"282","Haiti",2,0.0247775299823348,1302.11285714286,54.5,4.8,398.448,NA,1653.173,NA,31.664,31.5,-0.75,"HTI","North America",22.7,0
"283","Haiti",4,0.0217562415379499,966.113142857143,46.1428571428571,4.8,398.448,NA,1653.173,NA,36.11,31.5,-0.75,"HTI","North America",22.7,0
"284","Haiti",5,0.0213406171725906,993.356333333333,82.3333333333333,4.8,398.448,NA,1653.173,NA,36.11,31.5,-0.75,"HTI","North America",22.7,0
"285","Haiti",3,0.0222045957401166,934.352428571429,78.2857142857143,4.8,398.448,NA,1653.173,NA,36.11,31.5,-0.75,"HTI","North America",22.7,0
"286","Honduras",2,0.0259727478123554,20061.0135714286,886.571428571429,4.652,82.805,NA,4541.795,NA,87.96,27.6,-0.51,"HND","North America",21.4,0
"287","Honduras",1,0.0266240946052052,24979.8123,199.5,4.652,82.805,NA,4541.795,NA,79.0133333333333,27.6,-0.51,"HND","North America",21.4,0
"288","Honduras",4,0.0244786685315244,14114.1181428571,992.571428571429,4.652,82.805,NA,4541.795,NA,87.96,27.6,-0.51,"HND","North America",21.4,0
"289","Honduras",5,0.0244348079915175,14609.7343333333,950.333333333333,4.652,82.805,NA,4541.795,NA,88.5766666666667,27.6,-0.51,"HND","North America",21.4,0
"290","Honduras",3,0.0249844269667625,13429.3744285714,868.714285714286,4.652,82.805,NA,4541.795,NA,87.96,27.6,-0.51,"HND","North America",21.4,0
"291","Hungary",3,0.0324360479314237,36587.9104285714,1146.57142857143,18.577,108.043,260.528428571429,26777.561,1.42,72.22,54,0.32,"HUN","Europe",26.4,0
"292","Hungary",1,0.0306748478167766,82501.5293,2077.1,18.577,108.043,487.874625,26777.561,157.97,41.665,54,0.32,"HUN","Europe",26.4,0
"293","Hungary",2,0.0312688548400852,64090.3395714286,3602,18.577,108.043,363.04,26777.561,159.83,54.76,54,0.32,"HUN","Europe",26.4,0
"294","Hungary",4,0.0334348367510559,37389.1218571429,1112.57142857143,18.577,108.043,270.800571428571,26777.561,1.76857142857143,72.22,54,0.32,"HUN","Europe",26.4,0
"295","Hungary",5,0.0340022457765676,38016.5913333333,1378.66666666667,18.577,108.043,278.893333333333,26777.561,2.85333333333333,72.22,54,0.32,"HUN","Europe",26.4,0
"296","India",2,0.0141683764920433,12736.7252857143,40910.3333333333,5.989,450.419,191.951666666667,6426.674,109.88,68.98,46.5,0.38,"IND","Asia",3.9,0
"297","India",1,0.0141291795595025,16262.412,33593,5.989,450.419,307.1875,6426.674,105.202,65.5075,46.5,0.38,"IND","Asia",3.9,0
"298","India",5,0.0143566199176884,4627.0572,7512.6,5.989,450.419,140.544333333333,6426.674,0.263333333333333,41.018,46.5,0.38,"IND","Asia",3.9,0
"299","India",3,0.0144150999153226,7595.59271428571,13963.5714285714,5.989,450.419,134.314285714286,6426.674,0.0342857142857143,68.98,46.5,0.38,"IND","Asia",3.9,0
"300","India",4,0.0143835318903605,7663.585,13517.1428571429,5.989,450.419,138.022142857143,6426.674,0.144285714285714,66.5985714285714,46.5,0.38,"IND","Asia",3.9,0
"301","Indonesia",3,0.0286756732021941,3320.17314285714,11721.5714285714,5.319,145.725,NA,11188.744,NA,67.53,56.6,0.18,"IDN","Asia",6.9,0
"302","Indonesia",1,0.0317475729035157,9098.2936,3776.6,5.319,145.725,155.5574,11188.744,101.893333333333,67.13,56.6,0.18,"IDN","Asia",6.9,0
"303","Indonesia",5,0.0279210009757123,3855.35933333333,13440.3333333333,5.319,145.725,NA,11188.744,0.173333333333333,66.2033333333333,56.6,0.18,"IDN","Asia",6.9,0
"304","Indonesia",4,0.0282258006627013,3621.50328571429,12334.5714285714,5.319,145.725,NA,11188.744,0.0833333333333333,64.35,56.6,0.18,"IDN","Asia",6.9,0
"305","Indonesia",2,0.030429852490606,6602.75914285714,7495.71428571429,5.319,145.725,160.512,11188.744,52.175,68.06,56.6,0.18,"IDN","Asia",6.9,0
"306","Iran",1,0.0329579968611127,43761.8201,3754.4,5.44,49.831,345.089875,19082.62,140.34,67.53,37.7,-1.32,"IRN","Asia",25.8,0
"307","Iran",2,0.0370601094473659,31777.191,5037.85714285714,5.44,49.831,232.777,19082.62,NA,76.02,37.7,-1.32,"IRN","Asia",25.8,0
"308","Iran",5,0.0410037114489262,16602.7903333333,6386,5.44,49.831,109.202,19082.62,NA,80.09,37.7,-1.32,"IRN","Asia",25.8,0
"309","Iran",4,0.0416643300276258,16224.7758571429,6331.57142857143,5.44,49.831,105.166166666667,19082.62,NA,79.0328571428571,37.7,-1.32,"IRN","Asia",25.8,0
"310","Iran",3,0.0425717324750524,15716.1748571429,6101.42857142857,5.44,49.831,101.5532,19082.62,NA,78.24,37.7,-1.32,"IRN","Asia",25.8,0
"311","Iraq",2,0.018547926454323,25055.047,976.142857142857,3.186,88.125,118.976666666667,15663.986,35.73,56.17,25.8,-0.99,"IRQ","Asia",30.4,0
"312","Iraq",1,0.0165103677506947,32687.9412,527.8,3.186,88.125,112.5415,15663.986,35.04,61.11,25.8,-0.99,"IRQ","Asia",30.4,0
"313","Iraq",5,0.0210717505205823,15029.4173333333,811.333333333333,3.186,88.125,135.731333333333,15663.986,NA,44.44,25.8,-0.99,"IRQ","Asia",30.4,0
"314","Iraq",3,0.0212658867735082,14791.3798571429,745.857142857143,3.186,88.125,124.325,15663.986,NA,53.7,25.8,-0.99,"IRQ","Asia",30.4,0
"315","Iraq",4,0.021156303229197,14924.7547142857,827.857142857143,3.186,88.125,131.461666666667,15663.986,NA,45.7628571428571,25.8,-0.99,"IRQ","Asia",30.4,0
"316","Ireland",3,0.0152588067508972,35033.5581428571,2695,13.928,69.874,564.412142857143,67335.293,2.27571428571429,85.19,59,1.32,"IRL","Europe",25.3,0
"317","Ireland",5,0.0167525301029135,39183.4426666667,1300.66666666667,13.928,69.874,614.416,67335.293,4.02333333333333,87.96,59,1.32,"IRL","Europe",25.3,0
"318","Ireland",2,0.0127619145137076,79625.1397142857,9361.28571428571,13.928,69.874,796.4755,67335.293,34.3866666666667,85.19,59,1.32,"IRL","Europe",25.3,0
"319","Ireland",4,0.0159863457587823,37861.3984285714,1531.85714285714,13.928,69.874,594.055571428571,67335.293,3.18285714285714,86.3771428571429,59,1.32,"IRL","Europe",25.3,0
"320","Ireland",1,0.0145647862715173,95030.8292,11783.9,13.928,69.874,1263.218,67335.293,97.95,70.37,59,1.32,"IRL","Europe",25.3,0
"321","Israel",4,0.00738091995872752,65218.2912857143,6575.14285714286,11.733,402.606,1155.993,33132.32,43.4985714285714,85.19,47.3,0.65,"ISR","Asia",26.1,0
"322","Israel",3,0.00726463556702652,60163.0764285714,7579.28571428571,11.733,402.606,1097.83885714286,33132.32,30.0185714285714,85.19,47.3,0.65,"ISR","Asia",26.1,0
"323","Israel",1,0.00680474557834553,99451.8672,7797.5,11.733,402.606,2412.2435,33132.32,97.585,69.445,47.3,0.65,"ISR","Asia",26.1,0
"324","Israel",2,0.00677398280618548,87627.4274285714,18628.1428571429,11.733,402.606,1033.8588,33132.32,69.38,80.405,47.3,0.65,"ISR","Asia",26.1,0
"325","Israel",5,0.00742808615383305,68748.0716666667,4846.66666666667,11.733,402.606,1193.28666666667,33132.32,52.18,85.8066666666667,47.3,0.65,"ISR","Asia",26.1,0
"326","Italy",5,0.0347137720242485,31572.8275,9381.75,23.021,205.859,537.129333333333,35220.084,3.27333333333333,60.4125,56.2,1.05,"ITA","Europe",19.9,0
"327","Italy",2,0.0299255932815449,63547.2257142857,59476.7142857143,23.021,205.859,799.3595,35220.084,56.2328571428571,76.664,56.2,1.05,"ITA","Europe",19.9,0
"328","Italy",4,0.0347059805785843,41038.7385714286,12469.4285714286,23.021,205.859,515.791428571429,35220.084,2.60285714285714,74.07,56.2,1.05,"ITA","Europe",19.9,0
"329","Italy",1,0.0281661261412584,71376.1771,70480.5,23.021,205.859,1403.0632,35220.084,93.186,78.796,56.2,1.05,"ITA","Europe",19.9,0
"330","Italy",3,0.0345903676245321,39603.9211428571,13134.5714285714,23.021,205.859,487.460571428571,35220.084,2.09571428571429,74.07,56.2,1.05,"ITA","Europe",19.9,0
"331","Jamaica",3,0.0228759596404105,4803.39571428571,90.7142857142857,9.684,266.879,51.8873333333333,8193.571,NA,71.3,29,0.62,"JAM","North America",24.7,0
"332","Jamaica",1,0.0245546673044212,18312.4251,356.5,9.684,266.879,185.070857142857,8193.571,40.8266666666667,70.558,29,0.62,"JAM","North America",24.7,0
"333","Jamaica",2,0.0233796869264422,13150.7121428571,92,9.684,266.879,49.895,8193.571,41.715,71.3,29,0.62,"JAM","North America",24.7,0
"334","Jamaica",4,0.0225130366699326,5051.83114285714,126.428571428571,9.684,266.879,54.2093333333333,8193.571,NA,71.3,29,0.62,"JAM","North America",24.7,0
"335","Jamaica",5,0.0223617564787025,5228.69733333333,72.6666666666667,9.684,266.879,55.85,8193.571,NA,71.3,29,0.62,"JAM","North America",24.7,0
"336","Japan",2,0.0129706595478049,5717.59314285714,5812,27.049,347.778,40.5612,39002.223,159.845,49.54,59.8,1.02,"JPN","Asia",4.3,0
"337","Japan",1,0.0127017320449484,7854.7018,2302.9,27.049,347.778,129.4994,39002.223,NA,47.824,59.8,1.02,"JPN","Asia",4.3,0
"338","Japan",5,0.0146428873480053,1538.487,1593.5,27.049,347.778,50.336,39002.223,NA,26.16,59.8,1.02,"JPN","Asia",4.3,0
"339","Japan",3,0.0137495837143422,2665.98185714286,5924.71428571429,27.049,347.778,43.863,39002.223,NA,49.54,59.8,1.02,"JPN","Asia",4.3,0
"340","Japan",4,0.0141219524640615,1466.11485714286,2192.23076923077,27.049,347.778,47.806,39002.223,NA,26.16,59.8,1.02,"JPN","Asia",4.3,0
