"Location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GHSI","GDP","WGI","Obesity","Vaccinationph","covid_week"
"Serbia",78,0.00978130723867032,105186.7,60,17.366,80.291,637.184,52.3,14048.881,NA,21.5,75.63,69
"Singapore",72,0.000504758758906463,10497.7605,26.5,12.922,7915.731,1784.819,58.7,85535.383,-0.06,6.1,54.165,75
"Singapore",73,0.000503140570983396,10531.519,28,12.922,7915.731,1891.174,58.7,85535.383,-0.06,6.1,58.24,75
"Singapore",74,0.000517297122534756,10573.739,36,12.922,7915.731,1960.737,58.7,85535.383,-0.06,6.1,63.74,75
"Singapore",75,0.000531820599184542,10606.387,23,12.922,7915.731,2042.238,58.7,85535.383,-0.06,6.1,69.19,75
"Singapore",76,0.000530461340620479,10633.565,14,12.922,7915.731,2113.876,58.7,85535.383,-0.06,6.1,75.07,75
"Singapore",77,0.000545737628609493,10649.119,25,12.922,7915.731,2189.47,58.7,85535.383,-0.06,6.1,80.19,75
"Singapore",78,0.000560627903251642,10671.169,16,12.922,7915.731,2271.291,58.7,85535.383,-0.06,6.1,85.96,75
"Singapore",79,0.000575511965852957,10692.194,9,12.922,7915.731,2325.984,58.7,85535.383,-0.06,6.1,91.72,75
"Slovakia",76,0.0317838036530319,71524.7707142857,97.1428571428571,15.07,113.128,7114.03757142857,47.9,30155.152,0.88,20.5,52.3028571428571,69
"Slovakia",77,0.0318241402899117,71626.5302857143,57.2857142857143,15.07,113.128,7185.57571428571,47.9,30155.152,0.88,20.5,56.6657142857143,69
"Slovakia",78,0.031918737858795,71677.397,35.1428571428571,15.07,113.128,7248.46242857143,47.9,30155.152,0.88,20.5,61.1457142857143,69
"Slovakia",79,0.031941818681011,71717.0336,30.6,15.07,113.128,7290.98775,47.9,30155.152,0.88,20.5,64.856,69
"Slovenia",75,0.0172355740415196,122119.159428571,263.428571428571,19.062,102.619,617.470857142857,67.2,31400.84,0.99,20.2,52.5157142857143,69
"Slovenia",76,0.0171782431726798,122910.637285714,201.571428571429,19.062,102.619,627.815857142857,67.2,31400.84,0.99,20.2,58.9771428571429,69
"Slovenia",77,0.017172990215592,123384.232142857,97.2857142857143,19.062,102.619,635.809571428571,67.2,31400.84,0.99,20.2,64.3242857142857,69
"Slovenia",78,0.0171747188224591,123631.886857143,54.2857142857143,19.062,102.619,642.305142857143,67.2,31400.84,0.99,20.2,67.9442857142857,69
"Slovenia",79,0.0171760462777525,123745.028666667,28.5,19.062,102.619,646.2525,67.2,31400.84,0.99,20.2,70.7033333333333,69
"Spain",73,0.0219313980514064,77613.332,5906.5,19.436,93.105,916.726,65.9,34272.36,1.06,23.8,50.76,74
"Spain",74,0.0218467620180502,78100.7328,5344.6,19.436,93.105,932.815,65.9,34272.36,1.06,23.8,54.142,74
"Spain",75,0.0217233784221005,78753.8678,4870.8,19.436,93.105,947.911,65.9,34272.36,1.06,23.8,59.242,74
"Spain",76,0.0216330076726469,79399.1196,6295.4,19.436,93.105,963.094,65.9,34272.36,1.06,23.8,66.474,74
"Spain",77,0.0215163491508775,80089.4532,3925.6,19.436,93.105,976.287,65.9,34272.36,1.06,23.8,73.3,74
"Spain",78,0.0214196370700616,80596.4814,4019.4,19.436,93.105,NA,65.9,34272.36,1.06,23.8,80.376,74
"Spain",79,0.0213099947121541,81095.7176666667,5756.66666666667,19.436,93.105,NA,65.9,34272.36,1.06,23.8,86.8066666666667,74
"Sweden",75,0.0135249089120642,105797.053,0,19.985,24.718,NA,72.1,46949.283,1.61,20.6,52.58,75
"Sweden",76,0.0134713958937427,106746.527,0,19.985,24.718,NA,72.1,46949.283,1.61,20.6,58.25,75
"Sweden",78,0.013426417693848,107777.691,1420,19.985,24.718,NA,72.1,46949.283,1.61,20.6,70.47,75
"Sweden",79,0.0134213685968435,107915.374,547,19.985,24.718,NA,72.1,46949.283,1.61,20.6,76.84,75
"Switzerland",74,0.0156308638165563,79746.61625,1189.5,18.436,214.243,829.55475,67,57410.166,1.62,15.6,52.325,70
"Switzerland",75,0.0155691548722264,80259.695,670,18.436,214.243,845.053428571429,67,57410.166,1.62,15.6,57.75,70
"Switzerland",76,0.015526027200243,80675.9714285714,413.714285714286,18.436,214.243,862.987285714286,67,57410.166,1.62,15.6,65.0471428571429,70
"Switzerland",77,0.0155036778919296,80957.2747142857,251,18.436,214.243,879.197714285714,67,57410.166,1.62,15.6,72.2785714285714,70
"Switzerland",78,0.0154894251288659,81107.4007142857,134.857142857143,18.436,214.243,895.210714285714,67,57410.166,1.62,15.6,78.9971428571429,70
"Switzerland",79,0.0154902371079576,81171.347,36.3333333333333,18.436,214.243,905.814,67,57410.166,1.62,15.6,83.2333333333333,70
"Turkey",78,0.0091602899950281,63810.099,5608,8.153,104.914,699.5326,52.4,25129.341,-0.83,32.1,52.434,68
"Turkey",79,0.0091655705788995,64169.8803333333,5400.66666666667,8.153,104.914,711.391,52.4,25129.341,-0.83,32.1,57.3933333333333,68
"United Arab Emirates",60,0.0029267904159667,35756.2721666667,3150.5,1.144,112.442,2868.98516666667,46.7,67293.483,-1.11,31.7,52.245,74
"United Arab Emirates",61,0.00304588240739647,37727.5077142857,2826.42857142857,1.144,112.442,2985.08842857143,46.7,67293.483,-1.11,31.7,56.92,74
"United Arab Emirates",62,0.0031463362517537,39833.2438571429,2934.71428571429,1.144,112.442,3120.93671428571,46.7,67293.483,-1.11,31.7,61.3357142857143,74
"United Arab Emirates",63,0.00322669808393117,41762.0551428571,2541.57142857143,1.144,112.442,3279.68671428571,46.7,67293.483,-1.11,31.7,63.7857142857143,74
"United Arab Emirates",64,0.00327062586271846,43310.1794285714,2067,1.144,112.442,3440.37128571429,46.7,67293.483,-1.11,31.7,67.28,74
"United Arab Emirates",65,0.00326622533349868,44739.9644285714,2024.57142857143,1.144,112.442,3597.72757142857,46.7,67293.483,-1.11,31.7,74.8071428571428,74
"United Arab Emirates",66,0.00325066637792287,46230.4715714286,2160.28571428571,1.144,112.442,3756.91157142857,46.7,67293.483,-1.11,31.7,82.18,74
"United Arab Emirates",67,0.00320388595554453,47730.7288571429,2053.14285714286,1.144,112.442,3923.91814285714,46.7,67293.483,-1.11,31.7,87.36,74
"United Arab Emirates",68,0.00315952435488095,49109.3815714286,1898.85714285714,1.144,112.442,4093.951,46.7,67293.483,-1.11,31.7,92.1228571428571,74
"United Arab Emirates",69,0.00311914969571365,50423.7105,1924.33333333333,1.144,112.442,4241.53183333333,46.7,67293.483,-1.11,31.7,98.24,74
"United Arab Emirates",70,0.00307000247950797,51889.2733333333,1885,1.144,112.442,4387.856,46.7,67293.483,-1.11,31.7,104.501666666667,74
"United Arab Emirates",71,0.00303385872050195,53229.0571666667,1784.66666666667,1.144,112.442,4527.47533333333,46.7,67293.483,-1.11,31.7,108.58,74
"United Arab Emirates",72,0.00300432309383812,54347.6214285714,1602,1.144,112.442,4654.20242857143,46.7,67293.483,-1.11,31.7,113.485714285714,74
"United Arab Emirates",73,0.002984410814903,55353.4452857143,1324.57142857143,1.144,112.442,4781.032,46.7,67293.483,-1.11,31.7,116.932857142857,74
"United Arab Emirates",74,0.00296678924915526,56351.7655,1627.5,1.144,112.442,4928.97725,46.7,67293.483,-1.11,31.7,124.2325,74
"United Arab Emirates",75,0.0029412638749577,57737.5464285714,1961.71428571429,1.144,112.442,5090.48214285714,46.7,67293.483,-1.11,31.7,130.494285714286,74
"United Arab Emirates",76,0.00290869795130588,59212.0236,1641.8,1.144,112.442,5260.4388,46.7,67293.483,-1.11,31.7,135.596,74
"United Arab Emirates",77,0.00288426454332986,60661.4061428571,2386.42857142857,1.144,112.442,5415.07128571429,46.7,67293.483,-1.11,31.7,140.598571428571,74
"United Arab Emirates",78,0.00286936376058396,62058.9661666667,2002.33333333333,1.144,112.442,5586.3555,46.7,67293.483,-1.11,31.7,147.351666666667,74
"United Arab Emirates",79,0.00286410661563487,63484.5406666667,2099.66666666667,1.144,112.442,5740.517,46.7,67293.483,-1.11,31.7,152.893333333333,74
"United Kingdom",66,0.0291362707960361,64164.0506,4296.2,18.517,272.898,1812.9248,77.9,39753.244,1.38,27.8,51.744,74
"United Kingdom",67,0.0290456776574812,64468.5928571429,2915.28571428571,18.517,272.898,1886.81471428571,77.9,39753.244,1.38,27.8,55.0114285714286,74
"United Kingdom",68,0.0290237888669337,64638.1502857143,1591.71428571429,18.517,272.898,1979.13757142857,77.9,39753.244,1.38,27.8,59.2385714285714,74
"United Kingdom",69,0.0289452926804312,64904.603,2534,18.517,272.898,2085.20914285714,77.9,39753.244,1.38,27.8,64.1528571428571,74
"United Kingdom",70,0.0288712052053863,65152.9225714286,2287.85714285714,18.517,272.898,2197.618,77.9,39753.244,1.38,27.8,69.4542857142857,74
"United Kingdom",71,0.0287984130284759,65372.4777142857,2059,18.517,272.898,2301.14928571429,77.9,39753.244,1.38,27.8,74.3471428571429,74
"United Kingdom",72,0.0287161578691521,65598.8088571429,2306.14285714286,18.517,272.898,2399.58585714286,77.9,39753.244,1.38,27.8,79.3085714285714,74
"United Kingdom",73,0.028643460990006,65799.5678571429,1522.85714285714,18.517,272.898,2468.05885714286,77.9,39753.244,1.38,27.8,84.7214285714286,74
"United Kingdom",74,0.0285624748230225,66010.0655714286,2641,18.517,272.898,2568.25314285714,77.9,39753.244,1.38,27.8,90.6585714285714,74
"United Kingdom",75,0.0284313317333937,66342.9008571429,3746.57142857143,18.517,272.898,2654.92228571429,77.9,39753.244,1.38,27.8,96.2357142857143,74
"United Kingdom",76,0.0282219200938849,66867.768,6165,18.517,272.898,2741.782,77.9,39753.244,1.38,27.8,101.377142857143,74
"United Kingdom",77,0.0279235453839552,67617.4387142857,8242.14285714286,18.517,272.898,2839.36171428571,77.9,39753.244,1.38,27.8,106.172857142857,74
"United Kingdom",78,0.0275247826191807,68642.8677142857,12009,18.517,272.898,2941.773,77.9,39753.244,1.38,27.8,110.274285714286,74
"United Kingdom",79,0.0269514914822254,70164.2245,19434.5,18.517,272.898,3016.704,77.9,39753.244,1.38,27.8,113.658333333333,74
"United States",67,0.0180765136538409,93435.0213333333,71863,15.413,35.608,1186.554,83.5,54225.446,1.04,36.2,51.3233333333333,76
"United States",68,0.0180080496991649,94513.492,70522.5714285714,15.413,35.608,1205.60114285714,83.5,54225.446,1.04,36.2,56.5728571428571,76
"United States",69,0.017905164756386,95911.4978571429,61987.2857142857,15.413,35.608,1232.27328571429,83.5,54225.446,1.04,36.2,63.1071428571429,76
"United States",70,0.017841126298803,97090.9324285714,51409.1428571429,15.413,35.608,1258.43957142857,83.5,54225.446,1.04,36.2,68.8485714285714,76
"United States",71,0.0178033221282083,98115.9551428571,45169.7142857143,15.413,35.608,1283.06785714286,83.5,54225.446,1.04,36.2,73.6957142857143,76
"United States",72,0.0177907779814882,98949.537,35370.5714285714,15.413,35.608,1305.78628571429,83.5,54225.446,1.04,36.2,78.0771428571429,76
"United States",73,0.0177930451032659,99626.7667142857,29129.8571428571,15.413,35.608,1326.566,83.5,54225.446,1.04,36.2,81.9628571428571,76
"United States",74,0.0178209315173822,100150.281428571,22941.4285714286,15.413,35.608,1345.079,83.5,54225.446,1.04,36.2,85.6814285714286,76
"United States",75,0.0178759560402896,100545.264333333,16588.5,15.413,35.608,1360.90483333333,83.5,54225.446,1.04,36.2,88.2966666666667,76
"United States",76,0.0179085417663891,100848.103857143,13978.8571428571,15.413,35.608,1376.06357142857,83.5,54225.446,1.04,36.2,90.4785714285714,76
"United States",77,0.0179312202678399,101137.253857143,12079.5714285714,15.413,35.608,1390.38914285714,83.5,54225.446,1.04,36.2,92.8785714285714,76
"United States",78,0.0179506283478501,101379.051571429,11649,15.413,35.608,1402.81257142857,83.5,54225.446,1.04,36.2,95.2328571428571,76
"United States",79,0.0179617412942276,101619.874166667,12414.8333333333,15.413,35.608,1408.434,83.5,54225.446,1.04,36.2,96.815,76
"Uruguay",70,0.0130151577913324,55957.3335,2819,14.655,19.751,513.038,41.3,20551.409,1.21,27.9,51.785,68
"Uruguay",71,0.0136101608811996,59064.1855714286,2530.71428571429,14.655,19.751,528.967333333333,41.3,20551.409,1.21,27.9,55.2042857142857,68
"Uruguay",72,0.0141796298633784,64333.9065714286,2636,14.655,19.751,552.393333333333,41.3,20551.409,1.21,27.9,60.3471428571429,68
"Uruguay",73,0.0144612340573891,70160.7482857143,3148.57142857143,14.655,19.751,582.632333333333,41.3,20551.409,1.21,27.9,68.4371428571429,68
"Uruguay",74,0.0145709981643735,77405.581,3775.85714285714,14.655,19.751,614.929166666667,41.3,20551.409,1.21,27.9,75.5814285714286,68
"Uruguay",75,0.0145501138574119,84729.9905714286,3434.14285714286,14.655,19.751,658.7798,41.3,20551.409,1.21,27.9,82.1628571428571,68
"Uruguay",76,0.0146947031710052,91952.3282857143,3659.42857142857,14.655,19.751,702.5082,41.3,20551.409,1.21,27.9,88.9657142857143,68
"Uruguay",77,0.014762148037951,98209.7491428571,2662.14285714286,14.655,19.751,738.637666666667,41.3,20551.409,1.21,27.9,96.2128571428571,68
"Uruguay",78,0.0148879776490075,102677.038142857,1904.57142857143,14.655,19.751,772.855833333333,41.3,20551.409,1.21,27.9,103.785714285714,68
"Uruguay",79,0.0150491817354025,105494.185333333,1226,14.655,19.751,793.013,41.3,20551.409,1.21,27.9,110.183333333333,68
