"Location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GHSI","GDP","WGI","Obesity","Vaccinationph","covid_week"
"Canada",74,0.0184407855806579,36275.105,3322.85714285714,16.984,4.037,906.811428571429,75.3,44017.591,1.52,29.4,56.54,75
"Canada",75,0.0183754190445395,36797.2155714286,2334.71428571429,16.984,4.037,921.729428571429,75.3,44017.591,1.52,29.4,63.1828571428571,75
"Canada",76,0.018369179873756,37137.0477142857,1510,16.984,4.037,935.094857142857,75.3,44017.591,1.52,29.4,70.2557142857143,75
"Canada",77,0.0183810534895049,37375.2087142857,1133.42857142857,16.984,4.037,947.592714285714,75.3,44017.591,1.52,29.4,78.1842857142857,75
"Canada",78,0.0184130138700515,37545.0755714286,765.428571428571,16.984,4.037,959.747,75.3,44017.591,1.52,29.4,86.63,75
"Canada",79,0.0184439057680637,37656.4771666667,605.333333333333,16.984,4.037,968.339,75.3,44017.591,1.52,29.4,95.245,75
"Chile",66,0.0233406343247725,51432.7695714286,6937.57142857143,11.087,24.282,580.480571428571,58.3,22767.037,1.05,28,52.5571428571429,69
"Chile",67,0.0229542954381045,53973.8814285714,6837.71428571429,11.087,24.282,602.736,58.3,22767.037,1.05,28,58.3671428571429,69
"Chile",68,0.0225788886595856,56593.984,7204,11.087,24.282,625.155428571429,58.3,22767.037,1.05,28,64.6571428571429,69
"Chile",69,0.02233531017207,59101.8931428571,6660.28571428571,11.087,24.282,648.816428571429,58.3,22767.037,1.05,28,70.1942857142857,69
"Chile",70,0.0220903277955033,61420.5537142857,6095.85714285714,11.087,24.282,670.771571428571,58.3,22767.037,1.05,28,75.1242857142857,69
"Chile",71,0.0219235530731095,63521.2318571429,5465.28571428571,11.087,24.282,691.541428571429,58.3,22767.037,1.05,28,79.0928571428571,69
"Chile",72,0.0217886471397627,65476.4161428571,5336.14285714286,11.087,24.282,711.500857142857,58.3,22767.037,1.05,28,83.5228571428571,69
"Chile",73,0.0216087305682338,67535.9097142857,5958.57142857143,11.087,24.282,731.795142857143,58.3,22767.037,1.05,28,88.0385714285714,69
"Chile",74,0.0213853099721008,69808.1254285714,6344.57142857143,11.087,24.282,752.185571428571,58.3,22767.037,1.05,28,92.4014285714286,69
"Chile",75,0.0211539059598071,72341.4655714286,7196.85714285714,11.087,24.282,774.309714285714,58.3,22767.037,1.05,28,98.2385714285714,69
