"Location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GHSI","GDP","WGI","Obesity","Vaccinationph"
"Austria",74,0.0164414739069256,71253.7434285714,507.428571428571,19.202,106.749,4352.29442857143,58.5,45436.686,1.38,29,52.3171428571429
"Austria",75,0.0164475780629594,71597.5782857143,380.857142857143,19.202,106.749,4667.36414285714,58.5,45436.686,1.38,29,58.0271428571429
"Austria",76,0.0164463179480617,71845.1798571429,305.285714285714,19.202,106.749,5062.59928571429,58.5,45436.686,1.38,29,64.3814285714286
"Austria",77,0.0164370581750855,72027.4788571429,172.857142857143,19.202,106.749,5381.46285714286,58.5,45436.686,1.38,29,71.2385714285714
"Austria",78,0.0164448769197792,72131.167,105.857142857143,19.202,106.749,5725.28485714286,58.5,45436.686,1.38,29,77.6957142857143
"Austria",79,0.0164554780064108,72199.732,81.6666666666667,19.202,106.749,5960.05566666667,58.5,45436.686,1.38,29,83.7816666666667
"Austria",8,NA,0.222,2,19.202,106.749,NA,58.5,45436.686,1.38,29,NA
"Austria",9,NA,1.11028571428571,2.71428571428571,19.202,106.749,NA,58.5,45436.686,1.38,29,NA
"Bahrain",10,NA,45.5037142857143,8.71428571428571,2.372,1935.907,4.105,39.4,43290.705,-1.41,29.8,NA
"Bahrain",11,0.00452943105427119,121.819142857143,16.8571428571429,2.372,1935.907,6.3965,39.4,43290.705,-1.41,29.8,NA
"Bahrain",12,0.00474813681727957,186.968714285714,23.4285714285714,2.372,1935.907,13.008,39.4,43290.705,-1.41,29.8,NA
"Bahrain",13,0.0083007017488595,285.448428571429,25,2.372,1935.907,18.4186666666667,39.4,43290.705,-1.41,29.8,NA
"Bahrain",14,0.00602679576428742,406.260285714286,34.8571428571429,2.372,1935.907,25.7934,39.4,43290.705,-1.41,29.8,NA
"Bahrain",15,0.00546277072808984,646.456714285714,102.428571428571,2.372,1935.907,35.9662857142857,39.4,43290.705,-1.41,29.8,NA
"Bahrain",16,0.00388826610729898,1061.61657142857,63.5714285714286,2.372,1935.907,49.0142857142857,39.4,43290.705,-1.41,29.8,NA
"Bahrain",17,0.00316233741309376,1471.82285714286,119.714285714286,2.372,1935.907,64.4117142857143,39.4,43290.705,-1.41,29.8,NA
"Bahrain",18,0.00244424959019917,1935.257,129.857142857143,2.372,1935.907,82.1252857142857,39.4,43290.705,-1.41,29.8,NA
"Bahrain",19,0.00174126775803679,2775.483,258.714285714286,2.372,1935.907,104.938857142857,39.4,43290.705,-1.41,29.8,NA
"Bahrain",20,0.00170328202270175,3947.24871428571,285.857142857143,2.372,1935.907,134.118,39.4,43290.705,-1.41,29.8,NA
"Bahrain",21,0.00149226892363866,5117.33542857143,262,2.372,1935.907,161.876,39.4,43290.705,-1.41,29.8,NA
"Bahrain",22,0.00155162586336386,6428.13185714286,420.714285714286,2.372,1935.907,182.473142857143,39.4,43290.705,-1.41,29.8,NA
"Bahrain",23,0.00167926668494833,8415.69285714286,488.571428571429,2.372,1935.907,211.421428571429,39.4,43290.705,-1.41,29.8,NA
"Bahrain",24,0.00217920792255406,10464.3732857143,546,2.372,1935.907,241.422571428571,39.4,43290.705,-1.41,29.8,NA
"Bahrain",25,0.00276938286864812,12582.4851428571,501.285714285714,2.372,1935.907,276.31,39.4,43290.705,-1.41,29.8,NA
"Bahrain",26,0.00308392394743851,14811.8377142857,528,2.372,1935.907,305.617285714286,39.4,43290.705,-1.41,29.8,NA
"Bahrain",27,0.00331782538119479,16961.2647142857,509,2.372,1935.907,341.939333333333,39.4,43290.705,-1.41,29.8,NA
"Bahrain",28,0.00323945238121902,19096.7552857143,536.714285714286,2.372,1935.907,383.7945,39.4,43290.705,-1.41,29.8,NA
"Bahrain",29,0.00345083198672899,21139.559,462.571428571429,2.372,1935.907,418.190714285714,39.4,43290.705,-1.41,29.8,NA
"Bahrain",30,0.00353339532223721,22783.1545714286,372.142857142857,2.372,1935.907,462.49425,39.4,43290.705,-1.41,29.8,NA
"Bahrain",31,0.00357413768248348,24241.3767142857,315.857142857143,2.372,1935.907,492.208428571429,39.4,43290.705,-1.41,29.8,NA
"Bahrain",32,0.00366518921293846,25652.6675714286,381.714285714286,2.372,1935.907,522.79,39.4,43290.705,-1.41,29.8,NA
"Bahrain",33,0.00365759439153747,27291.6454285714,396.714285714286,2.372,1935.907,563.034166666667,39.4,43290.705,-1.41,29.8,NA
"Bahrain",34,0.00371923323618218,28803.1791428571,356.428571428571,2.372,1935.907,602.5635,39.4,43290.705,-1.41,29.8,NA
"Bahrain",35,0.003673428699684,30193.649,337.714285714286,2.372,1935.907,639.8638,39.4,43290.705,-1.41,29.8,NA
"Bahrain",36,0.00357893685347464,32186.4151428571,619.714285714286,2.372,1935.907,676.647666666667,39.4,43290.705,-1.41,29.8,NA
"Bahrain",37,0.00351864082940972,35009.1648571429,695,2.372,1935.907,729.5164,39.4,43290.705,-1.41,29.8,NA
"Bahrain",38,0.00342638877986523,37884.3867142857,679.857142857143,2.372,1935.907,774.7532,39.4,43290.705,-1.41,29.8,NA
"Bahrain",39,0.00346927946062989,40408.6748571429,574.285714285714,2.372,1935.907,817.472166666667,39.4,43290.705,-1.41,29.8,NA
"Bahrain",40,0.00356196306099728,42448.2881428571,436.285714285714,2.372,1935.907,857.467,39.4,43290.705,-1.41,29.8,NA
"Bahrain",41,0.00362822892853106,44188.6842857143,399.428571428571,2.372,1935.907,901.452166666667,39.4,43290.705,-1.41,29.8,NA
"Bahrain",42,0.00380715301674841,45598.716,323,2.372,1935.907,939.201857142857,39.4,43290.705,-1.41,29.8,NA
"Bahrain",43,0.00390360863057429,46949.559,318.857142857143,2.372,1935.907,978.969833333333,39.4,43290.705,-1.41,29.8,NA
"Bahrain",44,0.00391906692265266,48006.8937142857,228.285714285714,2.372,1935.907,1022.98928571429,39.4,43290.705,-1.41,29.8,NA
"Bahrain",45,0.00394959579543657,48912.1011428571,206.857142857143,2.372,1935.907,1065.36785714286,39.4,43290.705,-1.41,29.8,NA
"Bahrain",46,0.0039496138583087,49676.3475714286,171,2.372,1935.907,1107.79485714286,39.4,43290.705,-1.41,29.8,NA
"Bahrain",47,0.00395051028431213,50303.0751428571,144,2.372,1935.907,1148.21685714286,39.4,43290.705,-1.41,29.8,NA
"Bahrain",48,0.00393362247827127,50925.0167142857,160.142857142857,2.372,1935.907,1189.59614285714,39.4,43290.705,-1.41,29.8,NA
"Bahrain",49,0.00388858153811639,51579.6171428571,165.285714285714,2.372,1935.907,1232.88214285714,39.4,43290.705,-1.41,29.8,NA
"Bahrain",50,0.00390679061759941,52284.675,164.285714285714,2.372,1935.907,1272.46466666667,39.4,43290.705,-1.41,29.8,NA
"Bahrain",51,0.00387697109950468,52946.8315714286,170,2.372,1935.907,1318.46457142857,39.4,43290.705,-1.41,29.8,NA
"Bahrain",52,0.00383273881692575,53777.3187142857,219.285714285714,2.372,1935.907,1357.06785714286,39.4,43290.705,-1.41,29.8,2.98571428571429
"Bahrain",53,0.00380335647878744,54390.529,253,2.372,1935.907,1381.254,39.4,43290.705,-1.41,29.8,3.41
"Bahrain",54,0.00375780972247896,55096.007,279.714285714286,2.372,1935.907,1407.72785714286,39.4,43290.705,-1.41,29.8,3.74714285714286
"Bahrain",55,0.00370805223885593,56356.01,311.285714285714,2.372,1935.907,1454.19728571429,39.4,43290.705,-1.41,29.8,5.198
"Bahrain",56,0.00368897216227618,57555.3134285714,295.142857142857,2.372,1935.907,1500.08528571429,39.4,43290.705,-1.41,29.8,NA
"Bahrain",57,0.0036780186067941,58938.4791428571,375,2.372,1935.907,1544.29128571429,39.4,43290.705,-1.41,29.8,NA
"Bahrain",58,0.0036157709121776,60931.7491428571,570.428571428571,2.372,1935.907,1594.53471428571,39.4,43290.705,-1.41,29.8,NA
"Bahrain",59,0.00355288610468428,63563.92,702.857142857143,2.372,1935.907,1649.184,39.4,43290.705,-1.41,29.8,NA
"Bahrain",60,0.00356776684318957,66733.5734285714,755.571428571429,2.372,1935.907,1706.97483333333,39.4,43290.705,-1.41,29.8,NA
"Bahrain",61,0.00361467056296398,69650.5212857143,684.285714285714,2.372,1935.907,1759.92185714286,39.4,43290.705,-1.41,29.8,NA
"Bahrain",62,0.00367000508733068,72285.2108571429,623.142857142857,2.372,1935.907,1817.46528571429,39.4,43290.705,-1.41,29.8,NA
"Bahrain",63,0.00371581643997171,74788.0061428571,603.428571428571,2.372,1935.907,1864.65575,39.4,43290.705,-1.41,29.8,30.185
"Bahrain",64,0.00368368391870042,77423.5352857143,671.142857142857,2.372,1935.907,1929.2205,39.4,43290.705,-1.41,29.8,33.3042857142857
"Bahrain",65,0.00366685054251659,80388.6734285714,763.571428571429,2.372,1935.907,2009.853,39.4,43290.705,-1.41,29.8,39.2085714285714
"Bahrain",66,0.00361900821032185,83844.9507142857,893.714285714286,2.372,1935.907,2075.44371428571,39.4,43290.705,-1.41,29.8,43.8357142857143
"Bahrain",67,0.00359990584250997,88039.7002857143,1099.14285714286,2.372,1935.907,2145.96542857143,39.4,43290.705,-1.41,29.8,49.2971428571429
"Bahrain",68,0.00356302089028991,92649.8611428571,1122.85714285714,2.372,1935.907,2221.33928571429,39.4,43290.705,-1.41,29.8,57.2157142857143
"Bahrain",69,0.00362361053992413,97048.5381428571,1038.14285714286,2.372,1935.907,2298.928,39.4,43290.705,-1.41,29.8,64.4585714285714
"Bahrain",70,0.00362992676532742,101375.685428571,1078.71428571429,2.372,1935.907,2358.825,39.4,43290.705,-1.41,29.8,70.0714285714286
"Bahrain",71,0.00363604314534959,106169.792571429,1277.85714285714,2.372,1935.907,2424.08785714286,39.4,43290.705,-1.41,29.8,75.4242857142857
"Bahrain",72,0.00362138811214009,112317.765285714,1629.71428571429,2.372,1935.907,2491.71657142857,39.4,43290.705,-1.41,29.8,81.9957142857143
"Bahrain",73,0.00371953607843097,119283.464,1884,2.372,1935.907,2560.71785714286,39.4,43290.705,-1.41,29.8,87.5242857142857
"Bahrain",74,0.0038295974373486,129745.738428571,2882.14285714286,2.372,1935.907,2638.62885714286,39.4,43290.705,-1.41,29.8,94.0457142857143
"Bahrain",75,0.00409380268529174,141127.744857143,2455.71428571429,2.372,1935.907,2717.453,39.4,43290.705,-1.41,29.8,101.718571428571
"Bahrain",76,0.00449557310612997,148278.984857143,1328,2.372,1935.907,2779.35414285714,39.4,43290.705,-1.41,29.8,107.99
"Bahrain",77,0.00475502375742697,152447.624428571,792.428571428571,2.372,1935.907,2831.57414285714,39.4,43290.705,-1.41,29.8,111.534285714286
"Bahrain",78,0.00498682188553245,154713.329857143,414.857142857143,2.372,1935.907,2886.41814285714,39.4,43290.705,-1.41,29.8,114.998571428571
"Bahrain",79,0.0050707062141539,155921.672166667,237,2.372,1935.907,2932.5116,39.4,43290.705,-1.41,29.8,121.508333333333
"Bahrain",8,NA,7.0525,11.5,2.372,1935.907,NA,39.4,43290.705,-1.41,29.8,NA
"Bahrain",9,NA,24.1792857142857,3.71428571428571,2.372,1935.907,NA,39.4,43290.705,-1.41,29.8,NA
"Belgium",10,NA,13.029,36.2857142857143,18.571,375.564,0.333714285714286,61,42658.576,1.4,22.1,NA
"Belgium",11,0.00679516352726979,62.4081428571429,139.428571428571,18.571,375.564,1.09528571428571,61,42658.576,1.4,22.1,NA
"Belgium",12,0.0193508499641477,243.641714285714,432.285714285714,18.571,375.564,2.57442857142857,61,42658.576,1.4,22.1,NA
"Belgium",13,0.0411050549688685,777.79,1215.14285714286,18.571,375.564,4.80142857142857,61,42658.576,1.4,22.1,NA
"Belgium",14,0.0723601530361032,1568.054,1345.57142857143,18.571,375.564,7.98185714285714,61,42658.576,1.4,22.1,NA
"Belgium",15,0.115992127603771,2396.55428571429,1275,18.571,375.564,12.2842857142857,61,42658.576,1.4,22.1,NA
"Belgium",16,0.143020225073257,3218.86657142857,1405.28571428571,18.571,375.564,17.9145714285714,61,42658.576,1.4,22.1,NA
"Belgium",17,0.152507532603096,3876.11728571429,911.142857142857,18.571,375.564,26.4491428571429,61,42658.576,1.4,22.1,NA
"Belgium",18,0.157240234652248,4260.082,453.571428571429,18.571,375.564,38.4294285714286,61,42658.576,1.4,22.1,NA
"Belgium",19,0.16338988509859,4525.19614285714,467.142857142857,18.571,375.564,50.6417142857143,61,42658.576,1.4,22.1,NA
"Belgium",20,0.163707853153577,4739.85857142857,287.428571428571,18.571,375.564,61.4704285714286,61,42658.576,1.4,22.1,NA
"Belgium",21,0.162828017393714,4898.81885714286,237.714285714286,18.571,375.564,69.4904285714286,61,42658.576,1.4,22.1,NA
"Belgium",22,0.162311323265469,5019.28385714286,165.714285714286,18.571,375.564,76.779,61,42658.576,1.4,22.1,NA
"Belgium",23,0.162142203737239,5096.21228571429,117.428571428571,18.571,375.564,83.4397142857143,61,42658.576,1.4,22.1,NA
"Belgium",24,0.161078719935708,5168.43214285714,102.571428571429,18.571,375.564,90.9571428571429,61,42658.576,1.4,22.1,NA
"Belgium",25,0.160212075329555,5220.535,93.5714285714286,18.571,375.564,98.6261428571429,61,42658.576,1.4,22.1,NA
"Belgium",26,0.159052011666898,5279.39342857143,88.1428571428571,18.571,375.564,106.765714285714,61,42658.576,1.4,22.1,NA
"Belgium",27,0.157971333376901,5334.87414285714,90.1428571428571,18.571,375.564,114.170571428571,61,42658.576,1.4,22.1,NA
"Belgium",28,0.156552697511821,5390.95871428571,103.285714285714,18.571,375.564,120.957714285714,61,42658.576,1.4,22.1,NA
"Belgium",29,0.154019334423987,5489.80328571429,211,18.571,375.564,128.307714285714,61,42658.576,1.4,22.1,NA
"Belgium",30,0.149596168810151,5664.13428571429,343.428571428571,18.571,375.564,136.591571428571,61,42658.576,1.4,22.1,NA
"Belgium",31,0.1423211251534,5969.69142857143,569.428571428571,18.571,375.564,148.766142857143,61,42658.576,1.4,22.1,NA
"Belgium",32,0.134686572275848,6325.10785714286,622.857142857143,18.571,375.564,161.194571428571,61,42658.576,1.4,22.1,NA
"Belgium",33,0.128149103898516,6687.93257142857,555.571428571429,18.571,375.564,172.518571428571,61,42658.576,1.4,22.1,NA
"Belgium",34,0.122977446192965,7007.43042857143,507.142857142857,18.571,375.564,184.175428571429,61,42658.576,1.4,22.1,NA
"Belgium",35,0.11717576260205,7282.94814285714,434.285714285714,18.571,375.564,196.476285714286,61,42658.576,1.4,22.1,NA
"Belgium",36,0.112985246410733,7565.03528571429,522,18.571,375.564,210.274857142857,61,42658.576,1.4,22.1,NA
"Belgium",37,0.107420716371268,7973.024,807.714285714286,18.571,375.564,227.857714285714,61,42658.576,1.4,22.1,NA
"Belgium",38,0.0987813894492477,8692.92928571429,1490.14285714286,18.571,375.564,249.428142857143,61,42658.576,1.4,22.1,NA
"Belgium",39,0.0889170124901541,9689.47414285714,1698.42857142857,18.571,375.564,271.389428571429,61,42658.576,1.4,22.1,NA
"Belgium",40,0.079357230161095,10946.9544285714,2453.71428571429,18.571,375.564,293.685571428571,61,42658.576,1.4,22.1,NA
"Belgium",41,0.0657575965881171,13420.314,5564.14285714286,18.571,375.564,319.494714285714,61,42658.576,1.4,22.1,NA
"Belgium",42,0.0494665603330218,18262.9988571429,9559.85714285714,18.571,375.564,354.330714285714,61,42658.576,1.4,22.1,NA
"Belgium",43,0.0358721984254443,26115.3111428571,15304.2857142857,18.571,375.564,394.448,61,42658.576,1.4,22.1,NA
"Belgium",44,0.027703935668417,36276.957,15036,18.571,375.564,430.918857142857,61,42658.576,1.4,22.1,NA
"Belgium",45,0.0262384276074554,42417.4291428571,7847.71428571429,18.571,375.564,455.298,61,42658.576,1.4,22.1,NA
"Belgium",46,0.0269582723609803,45687.3388571429,4732.85714285714,18.571,375.564,472.952714285714,61,42658.576,1.4,22.1,NA
"Belgium",47,0.0278860715758907,47913.8147142857,3028.28571428571,18.571,375.564,490.617714285714,61,42658.576,1.4,22.1,NA
"Belgium",48,0.0286888372524882,49439.9714285714,2487,18.571,375.564,508.310857142857,61,42658.576,1.4,22.1,NA
"Belgium",49,0.0292352320602035,50826.6932857143,2194.28571428571,18.571,375.564,526.478428571429,61,42658.576,1.4,22.1,NA
"Belgium",5,NA,0.086,1,18.571,375.564,NA,61,42658.576,1.4,22.1,NA
"Belgium",50,0.0295385955704991,52144.782,2407.14285714286,18.571,375.564,546.471428571429,61,42658.576,1.4,22.1,NA
"Belgium",51,0.0297685446185281,53742.8258571429,2526.71428571429,18.571,375.564,569.544285714286,61,42658.576,1.4,22.1,NA
"Belgium",52,0.0300318327213548,55006.42,1757.42857142857,18.571,375.564,588.635571428571,61,42658.576,1.4,22.1,0
"Belgium",53,0.0301912292887066,55685.1065,2542.5,18.571,375.564,599.74,61,42658.576,1.4,22.1,0.01
"Belgium",54,0.0302973031274435,56275.4745714286,1737,18.571,375.564,610.680285714286,61,42658.576,1.4,22.1,0.04
"Belgium",55,0.0302291273578796,57481.7517142857,2033,18.571,375.564,637.356428571429,61,42658.576,1.4,22.1,0.404285714285714
"Belgium",56,0.0301059510005432,58713.1617142857,1991.57142857143,18.571,375.564,663.485428571429,61,42658.576,1.4,22.1,1.29285714285714
"Belgium",57,0.0299460358635274,60009.2604285714,2230,18.571,375.564,690.907714285714,61,42658.576,1.4,22.1,2.30714285714286
"Belgium",58,0.029690961647707,61422.4714285714,2344.28571428571,18.571,375.564,721.432,61,42658.576,1.4,22.1,3.17285714285714
"Belgium",59,0.0294698311582789,62738.1812857143,2036.14285714286,18.571,375.564,750.881428571429,61,42658.576,1.4,22.1,4.37
"Belgium",6,NA,0.086,0,18.571,375.564,NA,61,42658.576,1.4,22.1,NA
"Belgium",60,0.0293258536974782,63872.9777142857,1886,18.571,375.564,775.882285714286,61,42658.576,1.4,22.1,5.57142857142857
"Belgium",61,0.0289967324328286,65262.547,2511.85714285714,18.571,375.564,799.179285714286,61,42658.576,1.4,22.1,6.59857142857143
"Belgium",62,0.0285985788729931,66710.9,2338,18.571,375.564,824.335142857143,61,42658.576,1.4,22.1,7.73571428571429
"Belgium",63,0.028221832234756,68159.5612857143,2551,18.571,375.564,851.282714285714,61,42658.576,1.4,22.1,9.26571428571429
"Belgium",64,0.0277516989584904,70003.0217142857,3527.57142857143,18.571,375.564,881.542285714286,61,42658.576,1.4,22.1,11.1085714285714
"Belgium",65,0.0270667974330843,72461.405,4543.85714285714,18.571,375.564,918.51,61,42658.576,1.4,22.1,13.66
"Belgium",66,0.0262481049151962,75408.6611428571,4758.85714285714,18.571,375.564,959.179142857143,61,42658.576,1.4,22.1,16.3628571428571
"Belgium",67,0.0257095929957702,77901.7672857143,3591,18.571,375.564,991.830142857143,61,42658.576,1.4,22.1,19.3014285714286
"Belgium",68,0.0253301097876822,80100.4847142857,3750.28571428571,18.571,375.564,1017.28642857143,61,42658.576,1.4,22.1,23.4271428571429
"Belgium",69,0.0249630041724449,82236.0047142857,3602.42857142857,18.571,375.564,1042.10457142857,61,42658.576,1.4,22.1,27.6142857142857
"Belgium",7,NA,0.086,0,18.571,375.564,NA,61,42658.576,1.4,22.1,NA
"Belgium",70,0.0246320057524035,84302.9165714286,3156.57142857143,18.571,375.564,1069.29328571429,61,42658.576,1.4,22.1,31.3228571428571
"Belgium",71,0.0243775943834837,86120.9108571429,2948.85714285714,18.571,375.564,1098.50242857143,61,42658.576,1.4,22.1,35.6142857142857
