"","X","location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GDP","Vaccinationph","GHSI","WGI","ï..iso_code","continent","Obesity_rate","Vaccinationph2"
"11824",11453,"United Arab Emirates",77,0.002884265,60050.10386,2386.428571,1.144,112.442,5360.502143,67293.483,139.1842857,46.7,-1.11,"ARE","Asia",31.7,139.1842857
"11826",11459,"United Arab Emirates",82,0.002869493,66308.22729,1532.285714,1.144,112.442,6299.310857,67293.483,163.7525,46.7,-1.11,"ARE","Asia",31.7,163.7525
"11827",11458,"United Arab Emirates",81,0.002869144,65234.12629,1528.714286,1.144,112.442,6109.923857,67293.483,160.2,46.7,-1.11,"ARE","Asia",31.7,160.2
"11828",11454,"United Arab Emirates",78,0.002869135,61467.49614,2025.857143,1.144,112.442,5534.383,67293.483,145.8683333,46.7,-1.11,"ARE","Asia",31.7,145.8683333
"11829",11457,"United Arab Emirates",80,0.002867838,64157.42343,1581.571429,1.144,112.442,5916.518143,67293.483,156.1628571,46.7,-1.11,"ARE","Asia",31.7,156.1628571
"11830",11455,"United Arab Emirates",79,0.002864442,62940.50986,2039,1.144,112.442,5723.671571,67293.483,151.35,46.7,-1.11,"ARE","Asia",31.7,151.35
"11831",11460,"United Arab Emirates",83,0.002860171,67378.73857,1531.571429,1.144,112.442,6454.159714,67293.483,166.008,46.7,-1.11,"ARE","Asia",31.7,166.008
"11832",11461,"United Arab Emirates",84,0.002859802,68452.49614,1526.857143,1.144,112.442,6647.366714,67293.483,168.8966667,46.7,-1.11,"ARE","Asia",31.7,168.8966667
"11834",11462,"United Arab Emirates",85,0.002851114,69483.43,1382.428571,1.144,112.442,6821.774286,67293.483,171.75,46.7,-1.11,"ARE","Asia",31.7,171.75
"11835",11463,"United Arab Emirates",86,0.002850069,70346.78529,1142.857143,1.144,112.442,7018.667286,67293.483,174.515,46.7,-1.11,"ARE","Asia",31.7,174.515
"11836",11464,"United Arab Emirates",87,0.00284781,71100.47186,1033.714286,1.144,112.442,7228.737,67293.483,177.828,46.7,-1.11,"ARE","Asia",31.7,177.828
"11837",11465,"United Arab Emirates",88,0.002844573,71702.237,993.6,1.144,112.442,7418.4942,67293.483,180.8825,46.7,-1.11,"ARE","Asia",31.7,180.8825
"11840",11433,"United Arab Emirates",59,0.002835391,32996.96629,3256,1.144,112.442,2707.296286,67293.483,44.24142857,46.7,-1.11,"ARE","Asia",31.7,44.24142857
"11841",11431,"United Arab Emirates",57,0.002832312,28196.17114,3684.857143,1.144,112.442,2473.226,67293.483,25.93,46.7,-1.11,"ARE","Asia",31.7,25.93
"11846",11432,"United Arab Emirates",58,0.002795791,30709.85543,3403.285714,1.144,112.442,2593.171429,67293.483,34.31857143,46.7,-1.11,"ARE","Asia",31.7,34.31857143
"11851",797,"Bahrain",25,0.002769383,12246.29886,501.2857143,2.372,1935.907,268.927,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11858",7108,"Mongolia",70,0.002693338,9629.017571,1326.714286,4.031,1.98,796.7684286,11840.846,32.30333333,49.5,0.26," "," ",20.6,32.30333333
"11860",8885,"Qatar",81,0.002679203,76273.34129,125.7142857,1.307,227.322,760.3825714,116935.6,116.6814286,41.2,-1.2,"QAT","Asia",35.1,116.6814286
"11861",8886,"Qatar",82,0.002670503,76576.55386,131.8571429,1.307,227.322,774.4738571,116935.6,121.2185714,41.2,-1.2,"QAT","Asia",35.1,121.2185714
"11862",8884,"Qatar",80,0.002666226,75986.06943,116.2857143,1.307,227.322,749.1186667,116935.6,111.9728571,41.2,-1.2,"QAT","Asia",35.1,111.9728571
"11863",8887,"Qatar",83,0.002663259,76913.01243,153,1.307,227.322,786.5114286,116935.6,126.005,41.2,-1.2,"QAT","Asia",35.1,126.005
"11864",8883,"Qatar",79,0.002653917,75695.775,119.8571429,1.307,227.322,735.7158571,116935.6,105.0357143,41.2,-1.2,"QAT","Asia",35.1,105.0357143
"11865",8888,"Qatar",84,0.002652783,77308.69971,164.2857143,1.307,227.322,799.6285714,116935.6,130.8471429,41.2,-1.2,"QAT","Asia",35.1,130.8471429
"11866",2847,"Denmark",11,0.00264994,135.9935714,108.7142857,19.677,136.52,0.957857143,46682.515,NA,70.4,1.61,"DNK","Europe",19.7,0
"11869",8882,"Qatar",78,0.002642391,75398.60729,150.4285714,1.307,227.322,723.8774286,116935.6,99.06,41.2,-1.2,"QAT","Asia",35.1,99.06
"11870",8889,"Qatar",85,0.002637063,77769.66071,212.5714286,1.307,227.322,812.6167143,116935.6,135.78,41.2,-1.2,"QAT","Asia",35.1,135.78
"11872",8881,"Qatar",77,0.002627892,75035.43486,149.1428571,1.307,227.322,711.6447143,116935.6,95.99857143,41.2,-1.2,"QAT","Asia",35.1,95.99857143
"11873",8890,"Qatar",86,0.002619242,78298.86871,239.7142857,1.307,227.322,825.7901429,116935.6,140.9542857,41.2,-1.2,"QAT","Asia",35.1,140.9542857
"11874",8880,"Qatar",76,0.002602591,74659.58814,171.5714286,1.307,227.322,700.7651429,116935.6,91.99857143,41.2,-1.2,"QAT","Asia",35.1,91.99857143
"11875",8818,"Qatar",14,0.00260076,471.7342857,182.2857143,1.307,227.322,11.07242857,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11876",8891,"Qatar",87,0.002600566,78861.12814,224.4285714,1.307,227.322,839.2271429,116935.6,145.8414286,41.2,-1.2,"QAT","Asia",35.1,145.8414286
"11878",8892,"Qatar",88,0.00259065,79294.488,190.4,1.307,227.322,850.4912,116935.6,150.155,41.2,-1.2,"QAT","Asia",35.1,150.155
"11881",8879,"Qatar",75,0.002562605,74207.30414,199.5714286,1.307,227.322,690.8402857,116935.6,86.89,41.2,-1.2,"QAT","Asia",35.1,86.89
"11887",8894,"Qatar",74,0.002534486,73626.32557,317.1428571,1.307,227.322,682.0722857,116935.6,79.995,41.2,-1.2,"QAT","Asia",35.1,79.995
"11890",8877,"Qatar",73,0.002492038,72865.07714,291.4285714,1.307,227.322,673.7145714,116935.6,70.87571429,41.2,-1.2,"QAT","Asia",35.1,70.87571429
"11895",776,"Bahrain",18,0.00244425,1883.549429,129.8571429,2.372,1935.907,79.931,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11900",8876,"Qatar",72,0.002416512,72114.50429,421.8571429,1.307,227.322,665.2478571,116935.6,63.07857143,41.2,-1.2,"QAT","Asia",35.1,63.07857143
"11905",7920,"Norway",11,0.00237761,193.495,151.8571429,16.821,14.462,NA,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"11912",8819,"Qatar",15,0.002340919,948.831,195.8571429,1.307,227.322,16.42383333,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11916",8875,"Qatar",71,0.002298316,70834.382,642,1.307,227.322,654.5682857,116935.6,55.96285714,41.2,-1.2,"QAT","Asia",35.1,55.96285714
"11923",8729,"Portugal",11,0.002232143,19.99285714,58.14285714,21.502,112.371,0.531285714,27936.896,NA,60.3,1.2,"PRT","Europe",20.8,0
"11935",796,"Bahrain",24,0.002179208,10184.78,546,2.372,1935.907,234.9724286,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11937",8874,"Qatar",70,0.002134515,69233.98571,713.7142857,1.307,227.322,643.3751667,116935.6,49.32714286,41.2,-1.2,"QAT","Asia",35.1,49.32714286
"11939",7107,"Mongolia",69,0.002118778,7130.065857,1161,4.031,1.98,774.7374,11840.846,20.15,49.5,0.26," "," ",20.6,20.15
"11950",2090,"Chile",12,0.001999855,30.09957143,107,11.087,24.282,NA,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"11953",8873,"Qatar",69,0.001959423,67382.58614,861.1428571,1.307,227.322,629.6612857,116935.6,43.47,41.2,-1.2,"QAT","Asia",35.1,43.47
"11959",9458,"Singapore",16,0.001889154,1039.204,839,12.922,7915.731,20.651,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"11963",8821,"Qatar",13,0.001819006,211.8588571,36.42857143,1.307,227.322,5.784,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11966",8872,"Qatar",68,0.001770672,65180.00586,971.7142857,1.307,227.322,617.1727143,116935.6,37.84285714,41.2,-1.2,"QAT","Asia",35.1,37.84285714
"11967",8848,"Qatar",44,0.001747207,45226.82143,207.7142857,1.307,227.322,332.7298571,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11968",8847,"Qatar",43,0.001746582,44684.30514,249.2857143,1.307,227.322,315.5581667,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11969",777,"Bahrain",19,0.001741268,2701.325714,258.7142857,2.372,1935.907,102.1351429,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11971",8849,"Qatar",45,0.001732215,45731.07057,217.1428571,1.307,227.322,345.0135714,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11973",8850,"Qatar",46,0.001727102,46261.39986,222.7142857,1.307,227.322,356.5061429,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11975",8846,"Qatar",42,0.001723265,44100.88929,219.8571429,1.307,227.322,296.9944286,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11976",8851,"Qatar",47,0.001717878,46765.21043,202.8571429,1.307,227.322,367.2361667,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11977",8845,"Qatar",41,0.001714857,43606.73071,208.8571429,1.307,227.322,281.9542857,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11978",8852,"Qatar",48,0.001712893,47242.94057,194.1428571,1.307,227.322,376.941,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11979",8853,"Qatar",49,0.00171002,47692.88471,171.7142857,1.307,227.322,386.6201429,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11980",8855,"Qatar",51,0.001709943,48407.53029,148,1.307,227.322,406.884,116935.6,0,41.2,-1.2,"QAT","Asia",35.1,0
"11981",8843,"Qatar",39,0.001707037,42607.10457,230.8571429,1.307,227.322,257.6864286,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11982",8854,"Qatar",50,0.001706352,48052.35229,152.7142857,1.307,227.322,396.919,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11983",8856,"Qatar",52,0.001706314,48767.58271,160,1.307,227.322,416.1797143,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11984",8857,"Qatar",53,0.001704616,49044.983,203,1.307,227.322,422.7225,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11985",8844,"Qatar",40,0.001704064,43110.52514,201.4285714,1.307,227.322,269.8855714,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11986",778,"Bahrain",20,0.001703282,3841.783857,285.8571429,2.372,1935.907,130.5345714,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11987",8842,"Qatar",38,0.001700485,42025.73614,243.2857143,1.307,227.322,245.4517143,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11988",8858,"Qatar",54,0.001693762,49359.627,205.2857143,1.307,227.322,429.1887143,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11989",8841,"Qatar",37,0.001692844,41466.84057,233.5714286,1.307,227.322,234.0688571,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11990",8840,"Qatar",36,0.001687385,40906.82371,226.4285714,1.307,227.322,223.3368571,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11991",8859,"Qatar",55,0.001684089,49845.74186,202.5714286,1.307,227.322,440.7938571,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11994",795,"Bahrain",23,0.001679267,8190.837286,488.5714286,2.372,1935.907,205.7728571,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"11995",8860,"Qatar",56,0.001675151,50344.09243,224.1428571,1.307,227.322,451.8668571,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11996",8871,"Qatar",67,0.001674902,62913.95557,906.5714286,1.307,227.322,603.0958571,116935.6,31.99714286,41.2,-1.2,"QAT","Asia",35.1,31.99714286
"11997",8837,"Qatar",33,0.001668583,39177.24529,287.8571429,1.307,227.322,186.6868571,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"11998",8861,"Qatar",57,0.001660608,50961.92443,288.8571429,1.307,227.322,463.5314286,116935.6,1.71,41.2,-1.2,"QAT","Asia",35.1,1.71
"11999",8839,"Qatar",35,0.001656836,40396.48114,213.7142857,1.307,227.322,211.422,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12000",8878,"Qatar",34,0.001655677,39836.75643,262.4285714,1.307,227.322,199.0435714,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12002",8862,"Qatar",58,0.001638223,51777.38071,374,1.307,227.322,476.6835,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,1.71
"12003",8863,"Qatar",59,0.001627591,52743.61471,429,1.307,227.322,489.0881429,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,1.71
"12005",8836,"Qatar",32,0.001620077,38451.68,301.1428571,1.307,227.322,176.6602857,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12007",8864,"Qatar",60,0.001618232,53833.03457,450.2857143,1.307,227.322,501.8417143,116935.6,4.78,41.2,-1.2,"QAT","Asia",35.1,4.78
"12008",8870,"Qatar",66,0.001608914,60927.47529,697.8571429,1.307,227.322,587.1324286,116935.6,26.21428571,41.2,-1.2,"QAT","Asia",35.1,26.21428571
"12011",8865,"Qatar",61,0.001594759,54900.71314,459.2857143,1.307,227.322,513.8684286,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,4.78
"12013",8869,"Qatar",65,0.001577187,59465.37714,531.2857143,1.307,227.322,571.0922857,116935.6,21.738,41.2,-1.2,"QAT","Asia",35.1,21.738
"12014",8820,"Qatar",16,0.001576184,1729.627143,443.5714286,1.307,227.322,20.631,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12015",8866,"Qatar",62,0.00157536,56009.096,468.2857143,1.307,227.322,527.1415714,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,4.78
"12016",8835,"Qatar",31,0.001570423,37837.50414,236.8571429,1.307,227.322,169.766,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12017",8867,"Qatar",63,0.001570068,57129.42229,469,1.307,227.322,541.0432857,116935.6,12.065,41.2,-1.2,"QAT","Asia",35.1,12.065
"12018",8868,"Qatar",64,0.001565482,58261.10657,481.5714286,1.307,227.322,555.8845714,116935.6,17.4,41.2,-1.2,"QAT","Asia",35.1,17.4
"12021",7106,"Mongolia",68,0.001554074,4931.822714,724.4285714,4.031,1.98,731.5896,11840.846,18,49.5,0.26," "," ",20.6,18
"12022",809,"Bahrain",22,0.001551626,6256.381286,420.7142857,2.372,1935.907,177.5978571,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"12033",8834,"Qatar",30,0.001510678,37173.80043,350,1.307,227.322,159.911,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12034",5153,"Israel",12,0.001493187,96.02071429,150.8571429,11.733,402.606,2.288857143,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"12036",810,"Bahrain",21,0.001492269,4980.607429,262,2.372,1935.907,157.5513333,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"12042",8833,"Qatar",29,0.001459964,36257.82571,413.8571429,1.307,227.322,149.6074286,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12051",8832,"Qatar",28,0.001410604,35174.987,512.5714286,1.307,227.322,139.449,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12055",7093,"Mongolia",55,0.001376534,436.5591429,13.71428571,4.031,1.98,226.4682857,11840.846,NA,49.5,0.26," "," ",20.6,0
"12063",7094,"Mongolia",56,0.001292609,464.9221429,14.42857143,4.031,1.98,259.9658571,11840.846,NA,49.5,0.26," "," ",20.6,0
"12068",8831,"Qatar",27,0.001256142,33822.57129,693.8571429,1.307,227.322,128.4032857,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12073",7095,"Mongolia",57,0.001206731,498.0054286,16.85714286,4.031,1.98,290.1345,11840.846,NA,49.5,0.26," "," ",20.6,0
"12075",8830,"Qatar",26,0.001168329,31913.844,929.8571429,1.307,227.322,117.8198571,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12076",7105,"Mongolia",67,0.001161498,3391.464714,664.7142857,4.031,1.98,695.9677143,11840.846,12.45666667,49.5,0.26," "," ",20.6,12.45666667
"12079",7123,"Mongolia",58,0.001091138,551.127,31.14285714,4.031,1.98,313.8834286,11840.846,NA,49.5,0.26," "," ",20.6,0
"12080",8825,"Qatar",17,0.001090044,3229.066714,769.7142857,1.307,227.322,27.08771429,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12082",8829,"Qatar",25,0.001075161,29488.43686,1071.714286,1.307,227.322,108.2191429,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12085",9459,"Singapore",17,0.000997701,2158.234857,832.2857143,12.922,7915.731,24.407,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12087",7102,"Mongolia",64,0.000950412,1269.385571,142,4.031,1.98,610.8845714,11840.846,3.462857143,49.5,0.26," "," ",20.6,3.462857143
"12088",7097,"Mongolia",59,0.000945513,636.4737143,45.57142857,4.031,1.98,347.6118571,11840.846,NA,49.5,0.26," "," ",20.6,0
"12089",9473,"Singapore",18,0.00094312,2976.297714,637,12.922,7915.731,29.78,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12090",8828,"Qatar",24,0.000922008,26627.36843,1456.857143,1.307,227.322,97.43714286,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12092",9461,"Singapore",19,0.00090671,3806.812714,751.5714286,12.922,7915.731,41.761,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12094",7092,"Mongolia",54,0.000871685,390.9037143,25,4.031,1.98,195.7248571,11840.846,NA,49.5,0.26," "," ",20.6,0
"12095",7103,"Mongolia",65,0.0008693,1631.711571,239.1428571,4.031,1.98,638.1401667,11840.846,6.512,49.5,0.26," "," ",20.6,6.512
"12098",7090,"Mongolia",52,0.00083682,337.0094286,18.85714286,4.031,1.98,164.9965714,11840.846,NA,49.5,0.26," "," ",20.6,0
"12099",7098,"Mongolia",60,0.0008278,726.4971429,43.42857143,4.031,1.98,414.9172857,11840.846,NA,49.5,0.26," "," ",20.6,0
"12100",7091,"Mongolia",53,0.000821359,365.6945,12.5,4.031,1.98,180.515,11840.846,NA,49.5,0.26," "," ",20.6,0
"12102",9535,"Singapore",88,0.000808649,11408.073,138.4,12.922,7915.731,3014.07,85535.383,150.286,58.7,-0.06,"SGP","Asia",6.1,150.286
"12103",7101,"Mongolia",63,0.000793834,1017.937286,73,4.031,1.98,577.343,11840.846,0.996666667,49.5,0.26," "," ",20.6,0.996666667
"12104",7104,"Mongolia",66,0.00079261,2367.477429,358.4285714,4.031,1.98,666.233,11840.846,8.75,49.5,0.26," "," ",20.6,8.75
"12105",9462,"Singapore",20,0.000791891,4624.051714,589,12.922,7915.731,49.929,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12106",8822,"Qatar",18,0.000773246,5061.259571,745.8571429,1.307,227.322,34.43371429,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12107",8827,"Qatar",23,0.000771009,22883.182,1660,1.307,227.322,85.57671429,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12108",9534,"Singapore",87,0.000744032,11297.754,80.28571429,12.922,7915.731,2940.382,85535.383,148.6214286,58.7,-0.06,"SGP","Asia",6.1,148.6214286
"12109",9463,"Singapore",21,0.000739317,5247.234857,507,12.922,7915.731,56.759,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12110",7099,"Mongolia",61,0.000736449,816.4351429,40,4.031,1.98,497.9181429,11840.846,0.045,49.5,0.26," "," ",20.6,0.045
"12113",9464,"Singapore",22,0.000678424,5823.200143,499,12.922,7915.731,69.275,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12114",9533,"Singapore",86,0.000675195,11230.47629,50.57142857,12.922,7915.731,2870.545,85535.383,146.09,58.7,-0.06,"SGP","Asia",6.1,146.09
"12115",7100,"Mongolia",62,0.000667735,900.4944286,46,4.031,1.98,542.1728571,11840.846,0.26,49.5,0.26," "," ",20.6,0.26
"12116",8826,"Qatar",22,0.000665542,18701.28729,1864.571429,1.307,227.322,74.00842857,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12117",9465,"Singapore",23,0.000654613,6365.732714,382.5714286,12.922,7915.731,82.876,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12118",9532,"Singapore",85,0.000640326,11161.04286,72,12.922,7915.731,2817.653,85535.383,138.565,58.7,-0.06,"SGP","Asia",6.1,138.565
"12119",9466,"Singapore",24,0.00063749,6802.612714,350.7142857,12.922,7915.731,97.714,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12120",9467,"Singapore",25,0.000621271,7097.863286,209,12.922,7915.731,116.058,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12121",8823,"Qatar",19,0.000611061,7296.891143,1143.857143,1.307,227.322,42.34128571,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12122",9468,"Singapore",26,0.000601544,7330.681714,210.7142857,12.922,7915.731,128.504,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12123",9531,"Singapore",84,0.000582791,11056.81957,112.2857143,12.922,7915.731,2748.359,85535.383,130.0816667,58.7,-0.06,"SGP","Asia",6.1,130.0816667
"12124",9469,"Singapore",27,0.000582437,7570.792714,176.1428571,12.922,7915.731,146.932,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12125",9527,"Singapore",80,0.000574802,10621.27243,11.28571429,12.922,7915.731,2393.945,85535.383,97.786,58.7,-0.06,"SGP","Asia",6.1,97.786
"12126",9528,"Singapore",81,0.000573808,10639.68443,26.28571429,12.922,7915.731,2501.6,85535.383,107.3033333,58.7,-0.06,"SGP","Asia",6.1,107.3033333
"12127",9525,"Singapore",79,0.000573227,10608.16557,13.71428571,12.922,7915.731,2307.705,85535.383,91,58.7,-0.06,"SGP","Asia",6.1,91
"12128",9530,"Singapore",83,0.00057303,10907.70429,133,12.922,7915.731,2666.997,85535.383,122.5983333,58.7,-0.06,"SGP","Asia",6.1,122.5983333
"12129",9470,"Singapore",28,0.000570108,7776.574143,212.8571429,12.922,7915.731,171.203,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12130",9529,"Singapore",82,0.00056878,10733.97486,134.1428571,12.922,7915.731,2585.947,85535.383,115.3883333,58.7,-0.06,"SGP","Asia",6.1,115.3883333
"12131",9471,"Singapore",29,0.000566791,8079.432,257.7142857,12.922,7915.731,198.425,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12132",9524,"Singapore",78,0.000553721,10588.03314,18.14285714,12.922,7915.731,2253.442,85535.383,85.29,58.7,-0.06,"SGP","Asia",6.1,85.29
"12133",9523,"Singapore",77,0.00054574,10565.38129,18.57142857,12.922,7915.731,2172.264,85535.383,79.56,58.7,-0.06,"SGP","Asia",6.1,79.56
"12134",9472,"Singapore",30,0.000540914,8467.446571,394.7142857,12.922,7915.731,224.04,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12135",9522,"Singapore",76,0.000537412,10548.73757,13,12.922,7915.731,2097.263,85535.383,74.48,58.7,-0.06,"SGP","Asia",6.1,74.48
"12136",9521,"Singapore",75,0.000527201,10523.251,29.28571429,12.922,7915.731,2026.188,85535.383,68.64,58.7,-0.06,"SGP","Asia",6.1,68.64
"12137",9520,"Singapore",74,0.000517323,10490.13314,30,12.922,7915.731,1945.328,85535.383,63.24,58.7,-0.06,"SGP","Asia",6.1,63.24
"12138",9486,"Singapore",31,0.000514665,8897.955,307,12.922,7915.731,250.034,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,0
"12139",9519,"Singapore",73,0.000505435,10449.19014,39.57142857,12.922,7915.731,1876.312,85535.383,57.78,58.7,-0.06,"SGP","Asia",6.1,57.78
"12140",9518,"Singapore",72,0.000505058,10409.09486,23.85714286,12.922,7915.731,1770.792,85535.383,53.735,58.7,-0.06,"SGP","Asia",6.1,53.735
"12141",8838,"Qatar",21,0.000504159,14372.27114,1657.285714,1.307,227.322,62.80642857,116935.6,NA,41.2,-1.2,"QAT","Asia",35.1,0
"12142",9517,"Singapore",71,0.000503984,10383.14786,23.57142857,12.922,7915.731,1680.062,85535.383,NA,58.7,-0.06,"SGP","Asia",6.1,37.54
"12143",9510,"Singapore",65,0.000498262,10210.70229,14.42857143,12.922,7915.731,1449.348,85535.383,18.495,58.7,-0.06,"SGP","Asia",6.1,18.495
