,location,Weeks,CFR,TotalCasepm,NewCases,Age65Older,PopulationDensity,TotalTestpt,GDP,Vaccinationph,GHSI,WGI,continent,Obesity_rate,id,lw,vml,vml2,TTs,TTs2,GDP2,PopulationDensity2,PopulationDensity22,GHSI2,WGI2,Age65Older2,Age65Older22,Obesity_rate2,Obesity_rate22,CFR2
650,Burundi,72,0.001430662,352.7344286,24,2.562,423.062,NA,702.225,NA,22.8,-1.65,Africa,5.4,650,4.276666119,NA,NA,NA,NA,-0.904058079,0.423062,0.339324326,-1.368231392,-1.4511438,0.0002562,-0.947997886,0.00054,-1.344958241,1.43066E-07
651,Burundi,57,0.001351591,124.6581429,32.28571429,2.562,423.062,NA,702.225,NA,22.8,-1.65,Africa,5.4,651,4.043051268,NA,NA,NA,NA,-0.904058079,0.423062,0.339324326,-1.368231392,-1.4511438,0.0002562,-0.947997886,0.00054,-1.344958241,1.35159E-07
652,Cambodia,56,NA,26.59085714,4.285714286,4.412,90.672,NA,3645.07,NA,39.2,-1.22, ,3.9,652,4.025351691,NA,NA,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,NA
653,Cambodia,63,0.000816327,63.86242857,41.85714286,4.412,90.672,NA,3645.07,1.274285714,39.2,-1.22, ,3.9,653,4.143134726,1.274285714,-0.680195176,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,8.16327E-08
654,Cambodia,59,NA,28.445,1.285714286,4.412,90.672,NA,3645.07,0,39.2,-1.22, ,3.9,654,4.077537444,0,-0.720032034,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,NA
655,Cambodia,60,NA,28.72685714,0.714285714,4.412,90.672,NA,3645.07,0.058,39.2,-1.22, ,3.9,655,4.094344562,0.058,-0.718218831,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,NA
656,Cambodia,62,NA,50.88314286,27.28571429,4.412,90.672,NA,3645.07,0.618333333,39.2,-1.22, ,3.9,656,4.127134385,0.618333333,-0.70070163,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,NA
657,Cambodia,58,NA,27.88128571,1,4.412,90.672,NA,3645.07,NA,39.2,-1.22, ,3.9,657,4.060443011,NA,NA,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,NA
658,Cambodia,78,0.010207929,2597.485714,654.8571429,4.412,90.672,77.84528571,3645.07,37.03428571,39.2,-1.22, ,3.9,658,4.356708827,37.03428571,0.437737815,0.077845286,-0.501315424,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,1.02079E-06
659,Cambodia,64,0.000716279,84.10471429,50.42857143,4.412,90.672,NA,3645.07,2.088333333,39.2,-1.22, ,3.9,659,4.158883083,2.088333333,-0.654746331,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,7.16279E-08
660,Cambodia,61,NA,36.306,36.71428571,4.412,90.672,NA,3645.07,0.246666667,39.2,-1.22, ,3.9,660,4.110873864,0.246666667,-0.712320714,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,NA
661,Cambodia,77,0.008862958,2333.354429,588,4.412,90.672,74.49928571,3645.07,33.14,39.2,-1.22, ,3.9,661,4.343805422,33.14,0.315994234,0.074499286,-0.504716862,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,8.86296E-07
662,Cambodia,55,NA,23.89071429,5.714285714,4.412,90.672,NA,3645.07,NA,39.2,-1.22, ,3.9,662,4.007333185,NA,NA,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,NA
663,Cambodia,70,0.007353842,634.0272857,635.4285714,4.412,90.672,NA,3645.07,12.315,39.2,-1.22, ,3.9,663,4.248495242,12.315,-0.33503917,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,7.35384E-07
664,Cambodia,71,0.006773015,922.5107143,711.4285714,4.412,90.672,NA,3645.07,14.81142857,39.2,-1.22, ,3.9,664,4.262679877,14.81142857,-0.25699555,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,6.77301E-07
665,Cambodia,57,NA,27.471,1,4.412,90.672,NA,3645.07,NA,39.2,-1.22, ,3.9,665,4.043051268,NA,NA,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,NA
666,Cambodia,73,0.00681834,1349.442286,365.1428571,4.412,90.672,64.877,3645.07,20.08714286,39.2,-1.22, ,3.9,666,4.290459441,20.08714286,-0.092065599,0.064877,-0.514498573,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,6.81834E-07
667,Cambodia,74,0.006935358,1544.216714,563,4.412,90.672,66.90525,3645.07,23.53714286,39.2,-1.22, ,3.9,667,4.304065093,23.53714286,0.015788674,0.06690525,-0.512436718,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,6.93536E-07
668,Cambodia,75,0.007144147,1802.221429,650.1428571,4.412,90.672,69.17385714,3645.07,27.41714286,39.2,-1.22, ,3.9,668,4.317488114,27.41714286,0.137085654,0.069173857,-0.510130524,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,7.14415E-07
669,Cambodia,76,0.007730794,2086.441,639.5714286,4.412,90.672,71.53171429,3645.07,29.75714286,39.2,-1.22, ,3.9,669,4.33073334,29.75714286,0.210238988,0.071531714,-0.507733601,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,7.73079E-07
670,Cambodia,81,0.015068537,3697.920857,936.2857143,4.412,90.672,93.82175,3645.07,53.22857143,39.2,-1.22, ,3.9,670,4.394449155,53.22857143,0.944005328,0.09382175,-0.485074256,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,1.50685E-06
671,Cambodia,54,NA,22.88242857,1.142857143,4.412,90.672,NA,3645.07,NA,39.2,-1.22, ,3.9,671,3.988984047,NA,NA,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,NA
672,Cambodia,79,0.011550758,2905.852,859.7142857,4.412,90.672,80.50628571,3645.07,41.77714286,39.2,-1.22, ,3.9,672,4.369447852,41.77714286,0.586009529,0.080506286,-0.498610336,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,1.15508E-06
673,Cambodia,80,0.013506754,3301.707,953.2857143,4.412,90.672,84.7506,3645.07,47.37142857,39.2,-1.22, ,3.9,673,4.382026635,47.37142857,0.760898694,0.0847506,-0.4942957,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,1.35068E-06
674,Cambodia,69,0.006799057,410.4577143,425,4.412,90.672,NA,3645.07,9.95,39.2,-1.22, ,3.9,674,4.234106505,9.95,-0.408974056,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,6.79906E-07
675,Cambodia,65,0.00208243,104.74,42,4.412,90.672,NA,3645.07,2.874285714,39.2,-1.22, ,3.9,675,4.17438727,2.874285714,-0.630175802,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,2.08243E-07
676,Cambodia,67,0.007295313,166.9104286,78.71428571,4.412,90.672,NA,3645.07,5.334285714,39.2,-1.22, ,3.9,676,4.204692619,5.334285714,-0.553271016,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,7.29531E-07
677,Cambodia,68,0.006775243,269.1812857,312.8571429,4.412,90.672,NA,3645.07,8.121428571,39.2,-1.22, ,3.9,677,4.219507705,8.121428571,-0.466139054,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,6.77524E-07
678,Cambodia,83,0.017606185,4404.124429,785.4285714,4.412,90.672,NA,3645.07,68.01285714,39.2,-1.22, ,3.9,678,4.418840608,68.01285714,1.406193269,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,1.76062E-06
679,Cambodia,84,0.018019844,4600.4025,663,4.412,90.672,NA,3645.07,71.925,39.2,-1.22, ,3.9,679,4.430816799,71.925,1.528495102,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,1.80198E-06
680,Cambodia,72,0.006392556,1178.601286,502.8571429,4.412,90.672,NA,3645.07,17.62285714,39.2,-1.22, ,3.9,680,4.276666119,17.62285714,-0.169104366,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,6.39256E-07
681,Cambodia,82,0.016527358,4065.621,829.7142857,4.412,90.672,NA,3645.07,61.14428571,39.2,-1.22, ,3.9,681,4.406719247,61.14428571,1.191467245,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,1.65274E-06
682,Cambodia,66,0.004509083,137.4231429,86.42857143,4.412,90.672,NA,3645.07,3.665714286,39.2,-1.22, ,3.9,682,4.189654742,3.665714286,-0.605434077,NA,NA,-0.750175857,0.090672,-0.153310594,-0.242454008,-1.024497401,0.0004412,-0.659034226,0.00039,-1.508573049,4.50908E-07
683,Cameroon,60,0.015005006,1218.037857,336.4285714,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,683,4.094344562,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.5005E-06
684,Cameroon,61,0.015486951,1281.921714,280.7142857,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,684,4.110873864,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.5487E-06
685,Cameroon,57,0.015691299,1107.043857,229.5714286,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,685,4.043051268,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.56913E-06
686,Cameroon,58,0.015615309,1126.928286,99.42857143,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,686,4.060443011,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.56153E-06
687,Cameroon,55,0.0166059,1019.260429,69.71428571,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,687,4.007333185,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.66059E-06
688,Cameroon,71,0.015328838,2736.213571,385.1428571,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,688,4.262679877,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.53288E-06
689,Cameroon,72,0.015371067,2823.265,0,3.165,50.885,NA,3364.926,0.17,34.4,-1.1,Africa,11.4,689,4.276666119,0.17,-0.714717475,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.53711E-06
690,Cameroon,73,0.015364611,2863.351857,354.7142857,3.165,50.885,NA,3364.926,0.18,34.4,-1.1,Africa,11.4,690,4.290459441,0.18,-0.714404854,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.53646E-06
691,Cameroon,59,0.015175345,1176.814571,154.4285714,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,691,4.077537444,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.51753E-06
692,Cameroon,66,0.015084697,1847.750571,2387.857143,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,692,4.189654742,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.50847E-06
693,Cameroon,56,0.016280512,1051.527857,96.28571429,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,693,4.025351691,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.62805E-06
694,Cameroon,68,0.014887172,2325.447,0,3.165,50.885,NA,3364.926,0,34.4,-1.1,Africa,11.4,694,4.219507705,0,-0.720032034,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.48872E-06
695,Cameroon,69,0.014545649,2424.832714,439.7142857,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,695,4.234106505,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.45456E-06
696,Cameroon,70,0.015059348,2519.833286,1063,3.165,50.885,NA,3364.926,0.04,34.4,-1.1,Africa,11.4,696,4.248495242,0.04,-0.718781549,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.50593E-06
697,Cameroon,83,0.016260788,3090.419143,27.57142857,3.165,50.885,NA,3364.926,1.225,34.4,-1.1,Africa,11.4,697,4.418840608,1.225,-0.681735951,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.62608E-06
698,Cameroon,84,0.016255605,3091.404,0,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,698,4.430816799,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.62556E-06
699,Cameroon,65,0.014794939,1530.257,0,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,699,4.17438727,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.47949E-06
700,Cameroon,54,0.016686532,1011.382,81.57142857,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,700,3.988984047,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.66865E-06
701,Cameroon,62,0.015428123,1345.37,0,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,701,4.127134385,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.54281E-06
702,Cameroon,64,0.014794939,1530.257,0,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,702,4.158883083,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.47949E-06
703,Cameroon,80,0.016374385,3045.974,0,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,703,4.382026635,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.63744E-06
704,Cameroon,81,0.016374385,3045.974,0,3.165,50.885,NA,3364.926,0.62,34.4,-1.1,Africa,11.4,704,4.394449155,0.62,-0.700649526,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.63744E-06
705,Cameroon,78,0.016368918,3028.575143,22.71428571,3.165,50.885,NA,3364.926,0.38,34.4,-1.1,Africa,11.4,705,4.356708827,0.38,-0.708152432,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.63689E-06
706,Cameroon,67,0.014848517,2183.568429,627.7142857,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,706,4.204692619,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.48485E-06
707,Cameroon,63,0.015318305,1389.218429,701.1428571,3.165,50.885,NA,3364.926,NA,34.4,-1.1,Africa,11.4,707,4.143134726,NA,NA,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.53183E-06
708,Cameroon,75,0.016172623,2968.210714,135.2857143,3.165,50.885,NA,3364.926,0.28,34.4,-1.1,Africa,11.4,708,4.317488114,0.28,-0.711278643,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.61726E-06
709,Cameroon,82,0.01631761,3071.089143,144.7142857,3.165,50.885,NA,3364.926,1.18,34.4,-1.1,Africa,11.4,709,4.406719247,1.18,-0.683142746,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.63176E-06
710,Cameroon,77,0.016353423,3019.604429,60.57142857,3.165,50.885,NA,3364.926,0.34,34.4,-1.1,Africa,11.4,710,4.343805422,0.34,-0.709402917,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.63534E-06
711,Cameroon,79,0.016389116,3037.987714,53,3.165,50.885,NA,3364.926,0.42,34.4,-1.1,Africa,11.4,711,4.369447852,0.42,-0.706901948,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.63891E-06
712,Cameroon,76,0.016214099,2989.048,139.2857143,3.165,50.885,NA,3364.926,0.315,34.4,-1.1,Africa,11.4,712,4.33073334,0.315,-0.710184469,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.62141E-06
713,Cameroon,74,0.016038214,2930.933,79,3.165,50.885,NA,3364.926,0.213333333,34.4,-1.1,Africa,11.4,713,4.304065093,0.213333333,-0.713362784,NA,NA,-0.764824669,0.050885,-0.212278871,-0.571949827,-0.90543329,0.0003165,-0.853811352,0.00114,-0.69049901,1.60382E-06
714,Canada,70,0.020072917,31695.43657,8022.571429,16.984,4.037,819.9564286,44017.591,32.63142857,75.3,1.52,North America,29.4,714,4.248495242,32.63142857,0.300095219,0.819956429,0.253091285,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.00729E-06
715,Canada,68,0.021640815,28588.02843,8720.714286,16.984,4.037,771.7325714,44017.591,22.11285714,75.3,1.52,North America,29.4,715,4.219507705,22.11285714,-0.0287375,0.771732571,0.204068437,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.16408E-06
716,Canada,69,0.020770298,30188.777,8425.428571,16.984,4.037,796.2601429,44017.591,27.24,75.3,1.52,North America,29.4,716,4.234106505,27.24,0.131547795,0.796260143,0.22900239,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.07703E-06
717,Canada,55,0.025585649,17856.08443,7483,16.984,4.037,509.5665714,44017.591,0.947142857,75.3,1.52,North America,29.4,717,4.007333185,0.947142857,-0.690422351,0.509566571,-0.062441224,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.55856E-06
718,Canada,56,0.025363337,19076.22814,6042.142857,16.984,4.037,532.1717143,44017.591,1.637142857,75.3,1.52,North America,29.4,718,4.025351691,1.637142857,-0.668851496,0.532171714,-0.039461551,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.53633E-06
719,Canada,63,0.024867309,23730.28514,3064.571429,16.984,4.037,669.1728571,44017.591,6.558571429,75.3,1.52,North America,29.4,719,4.143134726,6.558571429,-0.514997264,0.669172857,0.099809476,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.48673E-06
720,Canada,71,0.01945269,33156.67129,7727.428571,16.984,4.037,844.7058571,44017.591,37.36857143,75.3,1.52,North America,29.4,720,4.262679877,37.36857143,0.448188291,0.844705857,0.278250771,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,1.94527E-06
721,Canada,65,0.024040951,25005.81214,4091.142857,16.984,4.037,706.9601429,44017.591,10.91857143,75.3,1.52,North America,29.4,721,4.17438727,10.91857143,-0.378694472,0.706960143,0.138222836,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.4041E-06
722,Canada,66,0.023426776,25888.69757,5499.142857,16.984,4.037,727.2508571,44017.591,14.09714286,75.3,1.52,North America,29.4,722,4.189654742,14.09714286,-0.279325628,0.727250857,0.158849734,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.34268E-06
723,Canada,67,0.022642799,27032.43943,7069.142857,16.984,4.037,748.7281429,44017.591,17.50428571,75.3,1.52,North America,29.4,723,4.204692619,17.50428571,-0.172811159,0.748728143,0.180682863,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.26428E-06
724,Canada,54,0.026302614,16352.75986,7935.571429,16.984,4.037,488.0065714,44017.591,0.385714286,75.3,1.52,North America,29.4,724,3.988984047,0.385714286,-0.707973792,0.488006571,-0.084358438,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.63026E-06
725,Canada,80,0.018474528,37769.005,529.4285714,16.984,4.037,981.3975714,44017.591,105.2942857,75.3,1.52,North America,29.4,725,4.382026635,105.2942857,2.571689324,0.981397571,0.417207243,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,1.84745E-06
726,Canada,81,0.018484117,37852.62114,388.5714286,16.984,4.037,992.6451429,44017.591,114.0014286,75.3,1.52,North America,29.4,726,4.394449155,114.0014286,2.843892967,0.992645143,0.428641168,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,1.84841E-06
727,Canada,82,0.018489526,37923.44,408.4285714,16.984,4.037,1003.971143,44017.591,121.0814286,75.3,1.52,North America,29.4,727,4.406719247,121.0814286,3.065228693,1.003971143,0.440154821,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,1.84895E-06
728,Canada,79,0.018441498,37673.67014,536,16.984,4.037,970.8634286,44017.591,95.95571429,75.3,1.52,North America,29.4,728,4.369447852,95.95571429,2.279745893,0.970863429,0.406498567,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,1.84415E-06
729,Canada,75,0.018368014,36812.04914,2319.285714,16.984,4.037,921.7294286,44017.591,63.18285714,75.3,1.52,North America,29.4,729,4.317488114,63.18285714,1.255197286,0.921729429,0.356550497,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,1.8368E-06
730,Canada,76,0.018362655,37150.24243,1501.142857,16.984,4.037,935.0948571,44017.591,70.25571429,75.3,1.52,North America,29.4,730,4.33073334,70.25571429,1.476309711,0.935094857,0.370137368,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,1.83627E-06
731,Canada,62,0.025178566,23178.29157,2902.571429,16.984,4.037,649.732,44017.591,5.198571429,75.3,1.52,North America,29.4,731,4.127134385,5.198571429,-0.557513731,0.649732,0.080046516,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.51786E-06
732,Canada,60,0.025595899,22079.68671,2907.857143,16.984,4.037,612.2565714,44017.591,3.417142857,75.3,1.52,North America,29.4,732,4.094344562,3.417142857,-0.613204944,0.612256571,0.041950181,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.55959E-06
733,Canada,64,0.02449371,24322.83957,3292.285714,16.984,4.037,688.1681429,44017.591,8.398571429,75.3,1.52,North America,29.4,733,4.158883083,8.398571429,-0.457474984,0.688168143,0.119119483,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.44937E-06
734,Canada,73,0.018602181,35558.50971,5073.142857,16.984,4.037,889.512,44017.591,49.74714286,75.3,1.52,North America,29.4,734,4.290459441,49.74714286,0.835168531,0.889512,0.323799278,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,1.86022E-06
735,Canada,77,0.01837519,37387.13557,1126.714286,16.984,4.037,947.5927143,44017.591,78.18428571,75.3,1.52,North America,29.4,735,4.343805422,78.18428571,1.72417357,0.947592714,0.382842295,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,1.83752E-06
736,Canada,78,0.018407768,37555.77614,752.1428571,16.984,4.037,959.747,44017.591,86.63,75.3,1.52,North America,29.4,736,4.356708827,86.63,1.988204404,0.959747,0.395197957,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,1.84078E-06
737,Canada,72,0.018936395,34494.88286,6585.428571,16.984,4.037,868.1497143,44017.591,43.11857143,75.3,1.52,North America,29.4,737,4.276666119,43.11857143,0.627945414,0.868149714,0.302083054,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,1.89364E-06
738,Canada,61,0.025431614,22630.01471,2986.857143,16.984,4.037,630.5445714,44017.591,4.118571429,75.3,1.52,North America,29.4,738,4.110873864,4.118571429,-0.591276808,0.630544571,0.060541183,1.360915014,0.004037,-0.28171225,2.235629138,1.694133141,0.0016984,1.304669092,0.00294,1.272878683,2.54316E-06
